"Pilot Name","First Name","Rank","Victories","Jagdgeschwader","Remarks","Awards","References"
"Hoffmann","Friedrich","Ltn."," 11","JG 27","KIFA on 15.Sep.42.",,"O.K.L. Fighter Claims; Prien/Bock; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"HOFFMANN","Gerhard","Ltn.","130","JG 52","KIC on 11.Apr.45. 128 vehicles destroyed.","RK","O.K.L. Fighter Claims; Obermaier, p.135"
"Hoffmann","Gerhard","Ltn."," 10","JG 51","MIA on 3.Oct.43 after Luftkampf.",,"O.K.L. Fighter Claims"
"HOFFMANN","Heinrich","Ofw."," 63","JG 51","MIA on 3.Oct.41 after Luftkampf with IL-2s. 261 ff","EL","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.47; Aders/Held, JG 51"
"Hoffmann","Heinz","Ltn.","  8","JG 2","MIA on 6.Jun.40 after Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock"
"Hoffmann","Hermann","Ofw.","  8","JG 26","KIA on 17.Aug.43 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Caldwell; Priller, JG 26"
"HOFFMANN","Reinhold","Ltn."," 66","JG 54","KIFA while landing on 24.May.44. 6 Viermots.","RK","O.K.L. Fighter Claims; Obermaier p.135"
"Hoffmann","Reinhold","Uffz."," 11","JG 3","Flew to Norway on 6.May.45.",,"O.K.L. Fighter Claims; Prien, IV./JG 3"
"HOFFMANN","Werner","Major"," 52","ZG 52, NJG 3, NJG 5","192 ff","RK","O.K.L. Fighter Claims; LW NF Claims 39-45; Williams, Night Fighters; Obermaier, p.135"
"Hofmann","Julio","Uffz.","  5","JG 53","POW on 31.Jan.43 after Luftkampf with Spitfire.",,"Prien, JG 53, III"
"Hofmann","Rudolf","Oblt."," 12","JG 54","KIA on 9.Aug.44 in Luftkampf.",,"O.K.L. Fighter Claims"
"HOFMANN","Wilhem","Oblt."," 44","JG 26","Stkp. KIA on 26.Mar.45 in Luftkampf. 6 Viermots, 260 ff.","RK","O.K.L. Fighter Claims; Prien/Bock; Caldwell; Obermaier p.136; Priller, JG 26"
"Hofrath","Kurt","Uffz."," 24","JG 3","KIA on 3.Jan.43.",,"O.K.L. Fighter Claims; Prien/Stemmer, Stab und I./JG 3"
"Höger","Hans","Uffz.","  6","JG 77","POW on 12.Aug.42 after Luftkampf.",,"O.K.L. Fighter Claims; Prien, JG 77, IV"
"Hogeweg","Heinz","Oblt.","  6","ZG 1","MIA on 23.Jul.43 due to Flak.",,"O.K.L. Fighter Claims"
"HOHAGEN","Erich","Major"," 56","JG 51, JG 2, JG 27, JG 7, JV 44","13 Viermot, 500+ ff.","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.136; Aders/Held, JG 51; Ring/Girbig, JG 27; Boehme, JG 7"
"Hohenberg","Werner","Fw."," 32","JG 52, JG 2","POW on 1.Jan.45.","DK","O.K.L. Fighter Claims; Fast, JG 52, IV"
"Höhler","Walter","Ltn."," 14","JG 2","MIA on 6.Dec.41.",,"O.K.L. Fighter Claims; Prien/Bock"
"Hohmeyer","Herbert","Ofw."," 14+","JG 52","KIA on 5.Jan.44.",,"O.K.L. Fighter Claims; Prien/Bock; Fast, JG52, IV"
"Höhn","Georg","Ofhr.","  6","JG 5",,,"Girbig, JG 5"
"Höhnisch","Heinrich","Fw.","  6","JG 53","POW on 9.Sep.40 after Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock"
"Holbein","Erich","Uffz.","  9","JG 51","MIA on 29.Jan.43 after Luftkampf with Il-2s.",,"O.K.L. Fighter Claims"
"Holker","Walter","Uffz.","  5","NJG 5","Only 2 listed.",,"O.K.L. Fighter Claims; LW NF Claims 39-45; Middlebrook, Peenemunde Raid, pg. 172-173, 186"
"Holl","Walter","Fw.","  7","JG 26","KIA on 19.Jul.44.",,"O.K.L. Fighter Claims; Caldwell; Priller, JG 26"
"Holland","Albert","Ofw.","  5~","JG 11","KIA on 23.Dec.44 in Luftkampf with P-47s.",,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, III"
"Holler","Kurt","Major"," 15","NJG 2, NJG 3, NJG 4","KIA on 22.Jun.43.","DK","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Hölscher","August","Uffz.","  5","JG 301, JG 7",,,"O.K.L. Fighter Claims; Reschke, JG 301/302 'Wilde Sau', p.211, 242; Boehme, JG 7; Foreman/Harvey, Me262 Combat Diary"
"Holstein","Hermann","Fw.","  9","JG 53","MIA on 28.Apr.44 after Luftkampf with P-47s.",,"O.K.L. Fighter Claims; Prien, JG 53, III"
"Holtfreter","Günther","Fw."," 10~","NJG 3","KIA? Only 1 listed.",,"O.K.L. Fighter Claims; LW NF Claims 39-45; Aders, History of the German Night Fighter Force 1917-1945"
"Holtz","Helmut","Fw."," 56","JG 51","KIA on 18.Apr.44.","DK","O.K.L. Fighter Claims; Aders/Held, JG 51"
"Holzinger","Franz","Fw."," 10","JG 54, JG 7",,,"O.K.L. Fighter Claims; Boehme, JG 7; Foreman/Harvey, Me262 Combat Diary"
"Holzmann","Josef","Fw.","  7","ZG 1, ZG 26",,,"O.K.L. Fighter Claims"
"Hommel","Heinz","Fw.","  5~","KG 40, ZG 1, NJG 2?","Same guy??",,"O.K.L. Fighter Claims; LW NF Claims 39-45; Goss, Bloody Biscay"
"Hommes","Heinz","Uffz."," 14","JG 52, JG 53",,,"O.K.L. Fighter Claims; Fast, JG 52; Prien, JG 53, III"
"HOMUTH","Gerhard","Major"," 63","JG 27, JG 54","MIA on 2.Aug.43 after downing a P-39. 450~ ff","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.136; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"Hondt","Erich","Oblt."," 14","Jasta H., JG 1, JG 11, JV 44",,,"O.K.L. Fighter Claims; Prien & Rodeike, JG 1 & 11, III; Foreman/Harvey, Me262 Combat Diary"
"HONNEFELLER","Günther","Ltn."," 10","St.G. 77, SG10","609 ff","RK","Obermaier, II, p.128"
"Hopf","Werner","Hptm."," 21","NJG 5",,"DK","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Hopfer","Hans-Walther","Ofw.","  4+","JG 51, S.Kdo OKL","KIA on 12.Jan.44.",,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"Hoppe",,"Uffz.","  7","JG 51",,,"O.K.L. Fighter Claims"
"Hoppe","Helmut","Hptm."," 24","JG 26","Stkp. KIA on 1.Dec.43 in Luftkampf.","DK","O.K.L. Fighter Claims; Prien/Bock; Caldwell; Priller, JG 26"
"Hoppe","Kurt","Ofw.","  5","JG 27, EJG 1","MIA on 26.Jan.45.",,"O.K.L. Fighter Claims; Prien/Bock; Prien/Rodeike/Stemmer, III. & IV./JG 27; Ring/Girbig, JG 27"
"Hördt","Helmut","Fw."," 25","JG 51","MIA on 25.Jun.42.",,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"Horn",,"Ltn."," 10+","JG 51",,,"Aders/Held, JG 51"
"Horn","Gustav","Uffz.","  6","JG 77","MIA on 21.Aug.42 after Luftkampf.",,"O.K.L. Fighter Claims; Prien, JG 77, II"
"Hornig","Gerhard","Ltn."," 12","JG 77","Stfhr. KIFA on 19.Nov.44.",,"O.K.L. Fighter Claims; Prien/Bock; Prien, JG 77, IV"
"Hörnig","Franz","Oblt.","  8","JG 26, JG 52",,,"O.K.L. Fighter Claims; Prien/Bock"
"Horstmann","Herbert","Uffz.","  7","JG 77",,,"Prien, JG 77, II"
"Horstmann","Hermann","Oblt.","  8","KG40, ZG 1","MIA on 12.Dec.43 after Luftkampf.",,"O.K.L. Fighter Claims; Goss, Bloody Biscay"
"Horten","Walter","Ltn.","  7","JG 26","Geschwader T.O.",,"Prien/Bock; Caldwell, JG 26"
"Höschen","Friedhelm","Hptm.","  5+","JG 51, JG 302","KIA on 8.May.44.",,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51; Reschke, JG 301/302 'Wilde Sau', p.62"
"Hosmann","Karl","Fw.","  8","JG 77","MIA on 8.May.43.",,"O.K.L. Fighter Claims; Prien, JG 77, IV"
"Hosnedl","Siegmund","Ltn."," 10","JG 53","KIFA on 13.May.42.",,"Prien/Bock; Prien, JG 53, III"
"Houwald","Wolf-Heinrich von","Hptm.","  5","JG 52","All in Spain.",,"Ries, Legion Condor; Fast, JG 52, IV"
"Hoyer",,"Ltn.","  8","NAGr. 4",,,"O.K.L. Fighter Claims"
"Hoyer","Johannes","Ltn.","  5+","JG 3",,,"O.K.L. Fighter Claims; Prien/Stemmer, II./JG 3"
"HRABAK","Dietrich","Oberst","125","JG 76, JG 54, JG 52","1000+ ff","EL","O.K.L. Fighter Claims; Prien/Bock; Obermaier"
"HRDLICKA","Franz","Hptm."," 60","JG 77, JG 2","KIA on 25.Mar.45 in Luftkampf. 500+ ff","RK","O.K.L. Fighter Claims; Prien/Bock; Prien, JG 77, IV; Obermaier p.137"
"Hromadnik",,"Ltn.","  6","NJG 4",,,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Hubatsch","Herbert","Fw.","  5+","NJG 1, NJG 5, NJG 6","WIA on 7.Sep.44 in Luftkampf.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Hübl","Rudolf","Ofw."," 20","JG 1","WIA on 27.Jun.44.",,"O.K.L. Fighter Claims; Prien & Rodeike, JG 1 & 11, II"
"HÜBNER","Eckhardt","Ltn."," 47","JG 3","MIA on 28.Mar.42 after downing an IL-2 and MiG-3.","RK","O.K.L. Fighter Claims; Prien/Bock; Prien, III./JG 3; Obermaier p.137"
"Hübner","Gerhard","Uffz."," 20","JG 52","KIA on 6.Mar.43 in Luftkampf.",,"O.K.L. Fighter Claims; Fast, JG 52, IV, p.86"
"Hübner","Werner","Ofw.","  7","JG 51","KIA on 12.Apr.41 in crash.",,"Aders/Held, JG 51"
"HÜBNER","Wilhelm","Ltn."," 62","JG 51","KIA on 7.Apr.45 by Flak.","RK","O.K.L. Fighter Claims; Obermaier p.137; Aders/Held, JG 51"
"HÜBSCH","Anton","Ofw.","  8","SG2","120+ pz, 1060 ff.","RK","Obermaier, II, p.130"
"Huck",,"Hptm.","  6","NJG 3",,,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Hueck","Karl","Uffz."," 18","JG 3","KIA on 2.Mar.43.",,"O.K.L. Fighter Claims"
"Hülshoff","Karl","Hptm."," 11","NJG 2","Kom. Only 6 listed.","DK","O.K.L. Fighter Claims; LW NF Claims 39-45; Aders, History of the German Night Fighter Force 1917-1945; Rökker, I./NJG 2, p.140"
"Humann","Alfred","Ofw."," 16","JG 54","Killed on 4.Aug.43 in flying accident.",,"O.K.L. Fighter Claims; Prien/Bock"
"Humburg","Heinrich","Ofw.","  7+","JG 26, EJG 2, JG 7","3 in Me262",,"O.K.L. Fighter Claims; Prien/Bock; Caldwell; Boehme, JG 7; Foreman/Harvey, Me262 Combat Diary"
"Humer","Alfred","Oblt."," 21","JG 3","Stfhr. KIA on 10.Feb.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien, IV./JG 3"
"Hünerfeld","Rudolf","Oblt."," 28","JG 54",,,"O.K.L. Fighter Claims; Prien/Bock; Scutts, JG 54"
"Hupfeld","Arndt-Richard","Ltn.","  5","JG 53",,,"O.K.L. Fighter Claims; Prien, JG 53, III"
"HUPPERTZ","Herbert","Hptm."," 70","JG 51, JG 5, JG 2","KIA on 8.Jun.44 in Luftkampf with US fighters. 3 Viermots","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.67; Aders/Held, JG 51"
"HUSEMANN","Werner","Major"," 34","NJG 1, NJG 3","250+ ff","RK","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.138; Aders, History of the German Night Fighter Force 1917-1945"
"Huss","Werner","Fw.","  7","JG 54","WIA on 28.Jun.44.",,"O.K.L. Fighter Claims"
"Hutter","Georg","Ofw."," 14","JG 3, JG 1",,,"O.K.L. Fighter Claims; Prien/Bock; Prien/Rodeike, JG 1 & 11, II"
"HUY","Wolf-Dietrich","Hptm."," 40","JG 77","Stkp. POW on 28.Oct.42. 500+ ff","EL","O.K.L. Fighter Claims; Prien/Bock; Prien, JG 77, III; Obermaier p.49"
"Iffland","Hans","Ltn."," 18","JG 3","WIA on 7.Jul.44. 16 Viermots","DK","O.K.L. Fighter Claims; Prien, IV./JG 3"
"IHLEFELD","Herbert","Oberst","132","J/88, I(J)/LG2, JG 77, JG 52, JGr.25, JG 11, JG 1","15 Viermots, 9 in Spain, 1000+ ff.","S","O.K.L. Fighter Claims; Prien/Bock; Prien, JG 77, II; Prien/Rodeike, JG 1 & 11, II; Obermaier, p.31; Ries, Legion Condor"
"ILK","Iro","Major","  9","LG1, JG 300","KIA on 25.Sep.44. RK as Kampfflieger with LG 1.","RK","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.139"
"Illner","Johann","Ofw.","  7","JG 51","POW on 5.Nov.40.",,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"ISKEN","Eduard","Ofw."," 56","JG 77, JGr. 200, I.(F)/123, JG 53","WIA in 4.45. 17 Viermot, 946 ff.","RK","O.K.L. Fighter Claims; Prien/Bock; Prien, JG 77, III; Obermaier p.139"
"Keitel","Hans-Karl","Oblt.","  8","JG 77, JG 51","KIA 26.Feb.41 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"Jauer","Erich","Fw."," 13","JG 26","POW on 18.Jun.43.",,"O.K.L. Fighter Claims; Caldwell; Priller, JG 26"
"JENNEWEIN","Josef","Ofw."," 86","JG 51","MIA on 27.Jul.43 after Luftkampf. 29 Il-2s, 271 ff","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.140; Aders/Held, JG 51"
"Johannsen","Hans","Ltn.","  7","JG 26","KIA on 28.Mar.42 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Priller, JG 26"
"Johne","Helmut","Uffz.","  8","JG 51","KIA on 9.Feb.45.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Kabbe","Lothar","Ltn.","  9","JG 2",,,"O.K.L. Fighter Claims"
"Jannack","Max","Fw.","  5+","JG 2","WIA on 29.Jun.44 in Luftkampf. DOW 30.Jun.",,"Ring, JG 2 loss list"
"Kaufmann","Johannes","Hptm."," 10","JG 4",,,"O.K.L. Fighter Claims; Mombeek, Sturmjäger, II"
"Keller","Erich","Uffz.","  5","JG 4",,,"O.K.L. Fighter Claims; Mombeek, Sturmjäger, II"
"Knauth","Hans","Oblt."," 26","JG 51","Stkp.","DK","O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"Kärcher","Fritz","Uffz."," 10","JG 77",,,"Prien/Bock"
"Kämpfe","Rolf","Uffz.","  5+","JG 2",,,"O.K.L. Fighter Claims; Ring, JG 2 loss list"
"KIRCHMAYR","Rüdiger von","Hptm."," 29+","JFS 5, JG 1, JG 11","17 Viermots, 392 ff. (Maybe as many as 40, in 45 many claims-no names)","RK","O.K.L. Fighter Claims; Prien/Bock; Prien/Rodeike, JG 1 & 11, III; Obermaier p.145"
"Jung","Berthold","Oblt.","  6","JG 77","Stkp. POW on 20.May.41 after Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock"
"Klaus","Berthold","Uffz."," 10+","JG 5, JG 4","MIA on 2.Nov.44 after Luftkampf.",,"O.K.L. Fighter Claims; Mombeek, Sturmjäger, II, p.71"
"Kath","Otto","Ltn.","  6","JG 51, JG 54",,,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"Jung","Detlef","Ltn."," 13","JG 54","KIA on 21.Sep.44 in Luftkampf.",,"O.K.L. Fighter Claims"
"Kinzinger","Adolf-Waldemar","Oblt."," 11","JG 54","Stkp. Killed in crash on 27.Jun.41.",,"O.K.L. Fighter Claims; Prien/Bock; Foreman: 1941, TTP, p.57 (1 not in Prien/Bock-#12?)"
"John","Heinz","Uffz.","  8","JG 51","KIA on 17.Oct.41 in Luftkampf.",,"Prien/Bock; Aders/Held, JG 51"
"Kiening","Georg","Ofw.","  7","JG 54","KIA on 30.Jun.41 in Luftkampf with SB-2s. 1 in Spain.",,"Prien/Bock; Ries, Legion Condor"
"KAUBISCH","Horst","Major",,"StG1, StGJG 77,StG5,SG1","KIA on 12.Feb.45 in Luftkampf. 137 pz, 10 ships at time of RK, ~1000 ff","EL","Obermaier, II, p.66"
"Jeworrek","Heinz","Uffz.","  7","JG 3","KIA on 20.Jul.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien, IV./JG 3"
"Kirsch","Hermann","Ofw.","  6","JG 53",,,"Prien, JG 53, III"
"Kinzel","Hans-Joachim","Ltn.","  5+","JG 2",,,"O.K.L. Fighter Claims; Ring, JG 2 loss list"
"Kehl","Dietrich","Ltn.","  6","JG 26","KIA on 25.Feb.44.",,"O.K.L. Fighter Claims; Caldwell; Priller, JG 26"
"JABS","Hans-Joachim","Oberstltn."," 50","ZG76, NJG 3, NJG 1","19 as Zerstorer, 31 at night, 510 ff.","EL","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.62; Aders, History of the German Night Fighter Force 1917-1945"
"JOHNEN","Wilhelm","Hptm."," 34","NJG 1, NJG 5, NJG 6","200+ ff","RK","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.141"
"KALDRACK","Rolf","Hptm."," 24","ZG1","Kdr. KIC on 3.Jan.42 in midair collision.","RK","O.K.L. Fighter Claims; Obermaier p.48"
"Karsten","Kurt","Ofw.","  7","NJG 4, NJG 1, LuftBeoSt. 7, NJG 6",,,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Keil","Josef","Ofw."," 16","JG 3, JG 301","First Ta152 victory.",,"O.K.L. Fighter Claims; Prien/Bock; Reschke, JG 301/302, p.242"
"Jahnke","Walter","Ltn."," 58~","JG 52, JG 11, JG 7",,"DK","O.K.L. Fighter Claims; Prien/Bock; Prien/Rodeike, JG 1 & 11, III; Foreman/Harvey, 262 Combat Diary; Boehme, JG 7"
"Jahn","Ferdinand","Ltn.","  8","JG 77","KIA on 24.Mar.43 in Luftkampf.",,"O.K.L. Fighter Claims; Prien, JG 77, III"
"Kittler","Herbert","Fw."," 11","JG 77","KIA on 6.Apr.43 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Prien, JG 77, III"
"Kirsten","Otto","Uffz.","  5","JG 3","WIFA on 25.Jul.42.",,"Prien, III./JG 3"
"Kettner","Berthold","Fw."," 17+","JG 52",,,"O.K.L. Fighter Claims; Fast, JG 52, IV"
"Kabus","Karl-Heinz","Uffz.","  7","JG 11",,,"Prien & Rodeike, JG 1 & 11, III; Barbas, Planes of the Luftwaffe Aces, II"
"KNAPPE","Kurt","Ofw."," 56","JG 51, JG 2","KIA on 3.Sep.43 in Luftkampf with Spitfires and B-17s.","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.146; Aders/Held, JG 51"
"Janke","Erwin","Fw.","  6+","JG 51",,,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"KEMETHMÜLLER","Heinz","Oblt."," 89","JG 3, JG 26","26 Il-2s, 3 Viermots, 463 ff","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.144"
"KEMPF","Karl-Heinz","Ltn."," 65","JG 21, JG 54, JG 26","KIA on 3.Sep.44 by P-51s. 4 Viermots, 445 ff.","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.144; Caldwell"
"KENNEL","Karl","Hptm."," 34","ZG 26, ZG2, Sch.G.1, SG 2","Surrendered 8.May.45 at Kitzingen. 957 ff","EL","O.K.L. Fighter Claims; Obermaier, p.70; Obermaier, II, p.73"
"Keune","Helmut","Uffz.","  6","Sturmst.1, JG 3","KIA on 14.Jan.45 in Luftkampf.",,"O.K.L. Fighter Claims; Prien, IV./JG 3; Mombeek, Sturmstaffel 1"
"Kiefner","Georg","Oblt."," 12","JG 26","Stkp.",,"O.K.L. Fighter Claims; Caldwell; Priller, JG 26"
"Kijewski","Herbert","Major"," 21","JG 3, JG 1","Kdr. KIA on 16.Apr.43 in Luftkampf.","DK","O.K.L. Fighter Claims; Prien/Bock; Prien & Rodeike, JG 1 & 11"
"JUNG","Heinrich","Hptm."," 68","JG 54","Kdr. KIA on 30.Jul.43 in Luftkampf.","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.141"
"Jahn",,"Ltn.","  5","JG 5",,,"O.K.L. Fighter Claims"
"Kadleik",,"Oblt.","  6","NJG 4","Kadlcik?",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Jaenisch","Franz","Stfw.","  9","J/88, JG 2","1 in Spain.",,"O.K.L. Fighter Claims; Prien/Bock; Ries, Legion Condor"
"Jansen","Josef","Hptm.","  7","JG 27","Stkp. WIA on 28.May.44. DOW 31.Jul.44. 6 Viermots",,"O.K.L. Fighter Claims; Prien/Bock; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"Kischnick","Helmut","Ofw."," 14","JG 5",,,"O.K.L. Fighter Claims; Girbig, JG 5"
"Kastermüller","Simon","Uffz.","  6","JG 53",,,"Prien, JG 53, III"
"Keller","Hannes","Fhj.Uffz."," 24","JG 51","MIA on 18.Feb.45 after Luftkampf.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Kaiser","Franz","Ofw.","  9","JG 53","POW on 22.Apr.42.",,"O.K.L. Fighter Claims; Prien/Bock; Prien, JG 53, III"
"Kalkum","Adolf","Fw."," 19","JG 53",,"EP","O.K.L. Fighter Claims; Prien/Bock"
"KAMINSKI","Herbert","Major","  7","ZG 26, JG 53, ZG76","300~ ff","RK","Prien, JG 53, II; Obermaier p.142"
"Kalb","Johann","Uffz."," 32","JG 52","MIA on 16.Sep.42 after Luftkampf.",,"O.K.L. Fighter Claims; Fast, JG 52, IV, p.76"
"JOPPIEN","Hermann-Friedrich","Hptm."," 70","JG 51","Kdr. KIA on 25.Aug.41 in Luftkampf.","EL","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.45; Aders/Held, JG 51"
"Jaksch","Julius","Uffz.","  5","JG 3",,,"O.K.L. Fighter Claims; Prien/Bock"
"Kaiser","Theodor","Ltn."," 21","JG 3","Stfhr. WIA on 17.Dec.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Stemmer, Stab und I./JG 3"
"Kap-herr","Hermann Frhr. von","Hptm.","  7","JG 3","Kdr. KIA in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Stemmer, Stab & I./JG 3; Prien/Stemmer, III./JG 3"
"Kabisch","Helmut","Fw.","  8","JG 52","MIA on 1.Sep.43 after Luftkampf with Il-2.",,"O.K.L. Fighter Claims; Fast, JG 52, IV, p.107"
"JENNE","Peter","Hptm."," 17","ZG1, ZG 26, JG 300","Kdr. KIA on 2.Mar.45 in Luftkampf. 12 Viermots","RK","O.K.L. Fighter Claims; Obermaier p.140"
"Juhls","Erich","Uffz."," 12","JG 53","KIFA on 10.Nov.42.",,"O.K.L. Fighter Claims; Prien, JG 53, II"
"Klante","Helmut","Ofw."," 21","JG 5",,,"O.K.L. Fighter Claims; Girbig, JG 5"
"Kendler","Franz","Fw."," 16","JG 52",,,"Fast, JG 52"
"Kaiser","Erich","Ofw.","  8","JG 1",,,"O.K.L. Fighter Claims; Prien/Bock; Prien/Rodeike, JG 1 & 11, II"
"Kamp","Hans-Karl","Major"," 23","ZG76, NJG 1, NJG 4, JG 300","KIA on 30.Dec.44.","DK","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Kirchner","Horst","Ltn."," 11","JG 51, JG 302","KIA on 21.Jul.44.","DK","O.K.L. Fighter Claims; Aders/Held, JG 51; Reschke, JG 301/302, p.242"
"Jüppner","Hans","Ofw.","  7","JG 11","KIA on 24.Apr.44 in Luftkampf.",,"Prien/Rodeike, JG 1 & 11, II"
"Kirchner","Günther","FhjFw.","  5","JG 1","KIA on 19.Apr.45 in Luftkampf with P-47s.",,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, I, p.631, III"
"Jäger",,"Fw.","  6","JG 3",,,"O.K.L. Fighter Claims; Prien/Stemmer, II./JG 3"
"Kloß","Werner","Ofw."," 18","JG 3","KIA on 18.Oct.43, cause unknown.",,"O.K.L. Fighter Claims; Prien/Stemmer, II./JG 3"
"Kickert","Rolf","Ltn."," 13","JG 51","MIA on 19.Nov.42.",,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"KELLER","Lothar","Hptm."," 23","JG 3","Kdr. KIFA on 26.Jun.41. 3 in Spain.","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.143"
"Klever","Georg","Ofw.","  4","V/LG 1, NJG 3, NJG 6","Killed in crash on 10.Apr.45.",,"O.K.L. Fighter Claims; LW NF Claims 39-45; Taghon, LG 1"
"JOSTEN","Günther","Oblt.","178","JG 51","Kdr. 70~ Il-2s, 420 ff.","EL","O.K.L. Fighter Claims; Obermaier, p.75; Aders/Held, JG 51"
"JAEKEL","Egbert","Oblt."," 12","St.G. 2","KIA on 17.Jul.43 in Luftkampf with La-5s. 938 ff, all in Stuka.","RK","O.K.L. Fighter Claims; Obermaier, II, p.132"
"Klipgen","Rolf","Oblt."," 18~","JG 53","Stfhr. KIA on 19.Feb.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Prien, JG 53, III"
"Kastenhuber","Hans","Fw."," 10","JG 11, JG 52","KIA on 12.May.44 in Luftkampf with P-47.",,"O.K.L. Fighter Claims; Prien & Rodeike, JG 1 & 11, II"
"Käppler",,"Ltn.","  8","JG 5",,,"O.K.L. Fighter Claims"
"KAISER","Herbert","Ltn."," 68","JGr.186, JG 77, JG 1, JV 44","1200~ ff","RK","O.K.L. Fighter Claims; Prien/Bock; Prien & Rodeike, JG 1 & 11, II; Obermaier p.142"
"Kahler","Friedrich-Wilhelm","Hptm.","  7","NAGr. 4",,,"O.K.L. Fighter Claims"
"Kamptz","Henning von","Hptm.","  6","NAGr. 2, NAGr. 4",,,"O.K.L. Fighter Claims"
"Kayl","Gottfried","Oblt.","  5","ZG 1, JG 53","Stkp. KIA on 29.Oct.44 in Luftkampf.","DK","O.K.L. Fighter Claims; Prien, JG 53, III"
"Kasten","Dietrich","Oblt."," 19","JG 53","Stfhr. MIA on 10.Sep.43.",,"O.K.L. Fighter Claims; Prien/Bock; Prien, JG 53, II"
"Kauffmann","Werner","Ofw.","  7","JG 53","MIA on 11.Nov.40 after Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock"
"Kirnbauer","Herbert","Ltn.","  9","JG 52","KIA on 25.Mar.43 in Luftkampf.",,"O.K.L. Fighter Claims; Fast, JG 52, IV, p.88"
"Janson","Lothar von","Hptm.","  6~","J/88, JG 53","KIA on 10.Mar.44. 1 in Spain.",,"O.K.L. Fighter Claims; Prien/Bock; Prien, JG 53, III"
"KIRSCHNER","Joachim","Hptm.","188","JG 3, JG 27","KIA on 17.Dec.43. 600~ ff","EL","O.K.L. Fighter Claims; Prien/Rodeike/Stemmer, III. & IV./JG 27; Obermaier p.58; Ring/Girbig, JG 27"
"Klassen","Ferdinand","Ltn."," 20","JG 52","KIA on 22.Apr.44 in Luftkampf with Boston.",,"O.K.L. Fighter Claims; Fast, JG 52, IV, p.123"
"Kiworra","Hermann","Ofw."," 27","JG 52","KIA on 18.Mar.43 in Luftkampf.","DK","O.K.L. Fighter Claims; Fast, JG 52, IV, p.87"
