"unit","rd","unit_type","total_kills","pilots_w_kills","aces","gt_20","entries","exits","ace_entries","ace_exits","sum_claims","date"
"NJG 2",1,"NJG",81,12,8,0,0,0,0,0,0,1943-08-08
"NJG 200 (ZG 1)",0,"ZG",18,1,1,0,0,0,0,0,0,1943-08-08
"NJG 3",1,"NJG",114,26,5,1,0,0,0,0,0,1943-08-08
"NJG 4",1,"NJG",217,19,14,3,0,0,0,0,0,1943-08-08
"NJG 5",1,"NJG",104,17,7,1,1,0,0,0,1,1943-08-08
"NJG 6",1,"NJG",4,1,0,0,0,0,0,0,0,1943-08-08
"Schl.G 1",0,"JG",4,2,0,0,0,0,0,0,0,1943-08-08
"Schl.G. 1",0,"JG",17,7,0,0,0,0,0,0,0,1943-08-08
"Schl.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-08
"SG 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-08
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1943-08-08
"ZG 1",1,"ZG",53,13,4,0,0,0,0,0,0,1943-08-08
"ZG 2",0,"ZG",12,2,1,0,0,0,0,0,0,1943-08-08
"ZG 26",1,"ZG",70,12,6,0,0,0,0,0,0,1943-08-08
"ZG 76",1,"ZG",61,12,7,0,0,0,0,0,0,1943-08-08
"E.Kdo 25",0,"JG",22,1,1,1,0,0,0,0,0,1943-08-09
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1943-08-09
"Jasta H.",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-09
"Jasta Hg.",0,"JG",5,1,1,0,0,0,0,0,0,1943-08-09
"JFS 5",0,"JG",16,2,2,0,0,0,0,0,0,1943-08-09
"JG 1",1,"JG",560,51,22,6,0,0,0,0,0,1943-08-09
"JG 11",1,"JG",415,30,14,4,0,0,0,0,0,1943-08-09
"JG 2",1,"JG",878,62,39,13,0,0,0,0,0,1943-08-09
"JG 26",1,"JG",1045,64,46,17,0,0,0,0,0,1943-08-09
"JG 27",0,"JG",209,19,9,2,0,0,0,0,0,1943-08-09
"JG 27",1,"JG",564,43,33,8,0,0,0,0,0,1943-08-09
"JG 3",0,"JG",271,3,3,2,0,0,0,0,0,1943-08-09
"JG 3",1,"JG",2747,103,85,37,0,0,0,0,0,1943-08-09
"JG 4",1,"JG",71,6,3,2,0,0,0,0,0,1943-08-09
"JG 5",0,"JG",293,36,19,4,0,0,0,0,2,1943-08-09
"JG 51",0,"JG",2996,171,129,48,0,0,1,0,8,1943-08-09
"JG 52",0,"JG",2411,111,80,35,1,0,0,0,11,1943-08-09
"JG 53",0,"JG",946,74,43,16,0,0,0,0,0,1943-08-09
"JG 54",0,"JG",1987,84,68,31,0,0,0,0,4,1943-08-09
"JG 54",1,"JG",274,19,16,4,0,0,0,0,0,1943-08-09
"JG 77",0,"JG",1609,94,58,21,0,0,0,0,1,1943-08-09
"JGr. Ost",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-09
"Kdo.Herr.",0,"JG",14,9,0,0,0,0,0,0,0,1943-08-09
"KG 40",0,"JG",53,13,5,0,0,0,0,0,0,1943-08-09
"LG 2",0,"JG",22,6,2,0,0,0,0,0,0,1943-08-09
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-09
"NAG 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-09
"NAG 4",0,"JG",11,1,1,0,0,0,0,0,0,1943-08-09
"NAGr. 4",0,"JG",4,2,0,0,0,0,0,0,0,1943-08-09
"NJG 1",1,"NJG",957,64,48,15,0,0,0,0,0,1943-08-09
"NJG 100",0,"NJG",24,3,2,0,0,0,0,0,0,1943-08-09
"NJG 101",0,"NJG",6,2,1,0,0,0,0,0,0,1943-08-09
"NJG 2",1,"NJG",81,12,8,0,0,0,0,0,0,1943-08-09
"NJG 200 (ZG 1)",0,"ZG",18,1,1,0,0,0,0,0,0,1943-08-09
"NJG 3",1,"NJG",114,26,5,1,0,0,0,0,0,1943-08-09
"NJG 4",1,"NJG",217,19,14,3,0,0,0,0,0,1943-08-09
"NJG 5",1,"NJG",104,17,7,1,0,0,0,0,0,1943-08-09
"NJG 6",1,"NJG",4,1,0,0,0,0,0,0,0,1943-08-09
"Schl.G 1",0,"JG",4,2,0,0,0,0,0,0,0,1943-08-09
"Schl.G. 1",0,"JG",17,7,0,0,0,0,0,0,0,1943-08-09
"Schl.G. 2",0,"JG",3,2,0,0,0,0,0,0,1,1943-08-09
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1943-08-09
"ZG 1",1,"ZG",53,13,4,0,0,0,0,0,0,1943-08-09
"ZG 2",0,"ZG",12,2,1,0,0,0,0,0,0,1943-08-09
"ZG 26",1,"ZG",70,12,6,0,0,0,0,0,0,1943-08-09
"ZG 76",1,"ZG",61,12,7,0,0,0,0,0,0,1943-08-09
"E.Kdo 25",0,"JG",22,1,1,1,0,0,0,0,0,1943-08-10
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1943-08-10
"Jasta H.",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-10
"Jasta Hg.",0,"JG",5,1,1,0,0,0,0,0,0,1943-08-10
"JFS 5",0,"JG",16,2,2,0,0,0,0,0,0,1943-08-10
"JG 1",1,"JG",560,51,22,6,0,0,0,0,0,1943-08-10
"JG 11",1,"JG",415,30,14,4,0,0,0,0,0,1943-08-10
"JG 2",1,"JG",878,62,39,13,0,0,0,0,0,1943-08-10
"JG 26",1,"JG",1045,64,46,17,0,0,0,0,0,1943-08-10
"JG 27",0,"JG",209,19,9,2,0,0,0,0,0,1943-08-10
"JG 27",1,"JG",564,43,33,8,0,0,0,0,0,1943-08-10
"JG 3",0,"JG",271,3,3,2,0,0,0,0,0,1943-08-10
"JG 3",1,"JG",2747,103,85,37,0,0,0,0,0,1943-08-10
"JG 4",1,"JG",71,6,3,2,0,0,0,0,0,1943-08-10
"JG 5",0,"JG",293,36,19,4,0,0,0,0,0,1943-08-10
"JG 51",0,"JG",3010,171,130,49,0,2,1,2,9,1943-08-10
"JG 52",0,"JG",2417,112,80,35,1,0,0,0,6,1943-08-10
"JG 53",0,"JG",946,74,43,16,0,0,0,0,0,1943-08-10
"JG 54",0,"JG",1987,84,68,31,0,0,0,0,0,1943-08-10
"JG 54",1,"JG",274,19,16,4,0,1,0,1,0,1943-08-10
"JG 77",0,"JG",1611,94,58,21,0,0,0,0,2,1943-08-10
"JGr. Ost",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-10
"Kdo.Herr.",0,"JG",14,9,0,0,0,0,0,0,0,1943-08-10
"KG 40",0,"JG",53,13,5,0,0,0,0,0,0,1943-08-10
"LG 2",0,"JG",22,6,2,0,0,0,0,0,0,1943-08-10
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-10
"NAG 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-10
"NAG 4",0,"JG",11,1,1,0,0,0,0,0,0,1943-08-10
"NAGr. 4",0,"JG",5,2,0,0,0,0,0,0,1,1943-08-10
"NJG 1",1,"NJG",952,63,47,15,0,0,0,0,0,1943-08-10
"NJG 100",0,"NJG",24,3,2,0,0,0,0,0,0,1943-08-10
"NJG 101",0,"NJG",6,2,1,0,0,0,0,0,0,1943-08-10
"NJG 2",1,"NJG",81,12,8,0,0,0,0,0,0,1943-08-10
"NJG 200 (ZG 1)",0,"ZG",18,1,1,0,0,0,0,0,0,1943-08-10
"NJG 3",1,"NJG",114,26,5,1,0,0,0,0,0,1943-08-10
"NJG 4",1,"NJG",197,18,13,2,0,0,0,0,0,1943-08-10
"NJG 5",1,"NJG",104,17,7,1,0,0,0,0,0,1943-08-10
"NJG 6",1,"NJG",32,4,2,1,1,0,0,0,3,1943-08-10
"Schl.G 1",0,"JG",4,2,0,0,0,0,0,0,0,1943-08-10
"Schl.G. 1",0,"JG",17,7,0,0,0,0,0,0,0,1943-08-10
"Schl.G. 2",0,"JG",3,2,0,0,0,0,0,0,0,1943-08-10
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1943-08-10
"ZG 1",1,"ZG",53,13,4,0,0,0,0,0,0,1943-08-10
"ZG 2",0,"ZG",12,2,1,0,0,0,0,0,0,1943-08-10
"ZG 26",1,"ZG",70,12,6,0,0,0,0,0,0,1943-08-10
"ZG 76",1,"ZG",61,12,7,0,0,0,0,0,0,1943-08-10
"E.Kdo 25",0,"JG",22,1,1,1,0,0,0,0,0,1943-08-11
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1943-08-11
"Jasta H.",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-11
"Jasta Hg.",0,"JG",5,1,1,0,0,0,0,0,0,1943-08-11
"JFS 5",0,"JG",16,2,2,0,0,0,0,0,0,1943-08-11
"JG 1",1,"JG",560,51,22,6,0,0,0,0,0,1943-08-11
"JG 11",1,"JG",415,30,14,4,0,0,0,0,0,1943-08-11
"JG 2",1,"JG",879,62,40,13,0,0,1,0,1,1943-08-11
"JG 26",1,"JG",1045,64,46,17,0,0,0,0,0,1943-08-11
"JG 27",0,"JG",209,19,9,2,0,0,0,0,0,1943-08-11
"JG 27",1,"JG",564,43,33,8,0,0,0,0,0,1943-08-11
"JG 3",0,"JG",271,3,3,2,0,0,0,0,0,1943-08-11
"JG 3",1,"JG",2747,103,85,37,0,0,0,0,0,1943-08-11
"JG 4",1,"JG",71,6,3,2,0,0,0,0,0,1943-08-11
"JG 5",0,"JG",293,36,19,4,0,0,0,0,0,1943-08-11
"JG 51",0,"JG",3013,169,129,50,0,1,0,1,12,1943-08-11
"JG 52",0,"JG",2421,112,80,35,0,0,0,0,3,1943-08-11
"JG 53",0,"JG",946,74,43,16,0,0,0,0,0,1943-08-11
"JG 54",0,"JG",1990,85,68,31,1,0,0,0,3,1943-08-11
"JG 54",1,"JG",267,18,15,4,0,0,0,0,0,1943-08-11
"JG 77",0,"JG",1611,94,58,21,0,0,0,0,0,1943-08-11
"JGr. Ost",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-11
"Kdo.Herr.",0,"JG",15,9,0,0,0,0,0,0,1,1943-08-11
"KG 40",0,"JG",54,13,5,0,0,0,0,0,1,1943-08-11
"LG 2",0,"JG",22,6,2,0,0,0,0,0,0,1943-08-11
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-11
"NAG 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-11
"NAG 4",0,"JG",11,1,1,0,0,0,0,0,0,1943-08-11
"NAGr. 4",0,"JG",5,2,0,0,0,0,0,0,0,1943-08-11
"NJG 1",1,"NJG",955,64,47,15,1,0,0,0,3,1943-08-11
"NJG 100",0,"NJG",26,4,2,0,0,0,0,0,1,1943-08-11
"NJG 101",0,"NJG",6,2,1,0,0,0,0,0,0,1943-08-11
"NJG 2",1,"NJG",81,12,8,0,0,0,0,0,0,1943-08-11
"NJG 200 (ZG 1)",0,"ZG",18,1,1,0,0,0,0,0,0,1943-08-11
"NJG 3",1,"NJG",114,26,5,1,0,0,0,0,0,1943-08-11
"NJG 4",1,"NJG",198,18,13,2,0,0,0,0,1,1943-08-11
"NJG 5",1,"NJG",103,16,7,1,0,0,0,0,0,1943-08-11
"NJG 6",1,"NJG",34,4,2,1,0,0,0,0,2,1943-08-11
"Schl.G 1",0,"JG",4,2,0,0,0,0,0,0,0,1943-08-11
"Schl.G. 1",0,"JG",17,7,0,0,0,0,0,0,0,1943-08-11
"Schl.G. 2",0,"JG",3,2,0,0,0,0,0,0,0,1943-08-11
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1943-08-11
"ZG 1",1,"ZG",53,13,4,0,0,0,0,0,0,1943-08-11
"ZG 2",0,"ZG",12,2,1,0,0,0,0,0,0,1943-08-11
"ZG 26",1,"ZG",70,12,6,0,0,0,0,0,0,1943-08-11
"ZG 76",1,"ZG",61,12,7,0,0,0,0,0,0,1943-08-11
"E.Kdo 25",0,"JG",22,1,1,1,0,0,0,0,0,1943-08-12
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1943-08-12
"Jasta H.",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-12
"Jasta Hg.",0,"JG",5,1,1,0,0,0,0,0,0,1943-08-12
"JFS 5",0,"JG",16,2,2,0,0,0,0,0,0,1943-08-12
"JG 1",1,"JG",587,53,23,7,1,0,0,0,5,1943-08-12
"JG 11",1,"JG",415,30,14,4,0,0,0,0,0,1943-08-12
"JG 2",1,"JG",958,64,41,14,0,0,0,0,3,1943-08-12
"JG 26",1,"JG",1033,63,46,17,0,0,1,0,9,1943-08-12
"JG 27",0,"JG",209,19,9,2,0,0,0,0,0,1943-08-12
"JG 27",1,"JG",570,45,33,8,2,0,0,0,6,1943-08-12
"JG 3",0,"JG",271,3,3,2,0,0,0,0,0,1943-08-12
"JG 3",1,"JG",2751,103,86,37,0,0,1,0,4,1943-08-12
"JG 4",1,"JG",71,6,3,2,0,0,0,0,0,1943-08-12
"JG 5",0,"JG",293,36,19,4,0,0,0,0,0,1943-08-12
"JG 51",0,"JG",3035,168,129,50,0,0,1,0,19,1943-08-12
"JG 52",0,"JG",2434,113,80,35,1,0,0,0,10,1943-08-12
"JG 53",0,"JG",952,74,43,16,0,0,0,0,6,1943-08-12
"JG 54",0,"JG",1894,83,66,29,0,0,0,0,11,1943-08-12
"JG 54",1,"JG",311,19,16,5,0,0,0,0,1,1943-08-12
"JG 77",0,"JG",1611,94,58,21,0,0,0,0,0,1943-08-12
"JGr. Ost",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-12
"Kdo.Herr.",0,"JG",15,9,0,0,0,0,0,0,0,1943-08-12
"KG 40",0,"JG",54,13,5,0,0,0,0,0,0,1943-08-12
"LG 2",0,"JG",22,6,2,0,0,0,0,0,0,1943-08-12
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-12
"NAG 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-12
"NAG 4",0,"JG",11,1,1,0,0,0,0,0,0,1943-08-12
"NAGr. 4",0,"JG",5,2,0,0,0,0,0,0,0,1943-08-12
"NJG 1",1,"NJG",955,64,47,15,0,0,0,0,0,1943-08-12
"NJG 100",0,"NJG",26,4,2,0,0,0,0,0,0,1943-08-12
"NJG 101",0,"NJG",6,2,1,0,0,0,0,0,0,1943-08-12
"NJG 2",1,"NJG",81,12,8,0,0,0,0,0,0,1943-08-12
"NJG 200 (ZG 1)",0,"ZG",18,1,1,0,0,0,0,0,0,1943-08-12
"NJG 3",1,"NJG",114,26,5,1,0,0,0,0,0,1943-08-12
"NJG 4",1,"NJG",198,18,13,2,0,0,0,0,0,1943-08-12
"NJG 5",1,"NJG",103,16,7,1,0,0,0,0,0,1943-08-12
"NJG 6",1,"NJG",34,4,2,1,0,0,0,0,0,1943-08-12
"Schl.G 1",0,"JG",4,2,0,0,0,0,0,0,0,1943-08-12
"Schl.G. 1",0,"JG",17,7,0,0,0,0,0,0,0,1943-08-12
"Schl.G. 2",0,"JG",3,2,0,0,0,0,0,0,0,1943-08-12
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1943-08-12
"ZG 1",1,"ZG",53,13,4,0,0,0,0,0,0,1943-08-12
"ZG 2",0,"ZG",12,2,1,0,0,0,0,0,0,1943-08-12
"ZG 26",1,"ZG",70,12,6,0,0,0,0,0,0,1943-08-12
"ZG 76",1,"ZG",61,12,7,0,0,0,0,0,0,1943-08-12
"E.Kdo 25",0,"JG",22,1,1,1,0,0,0,0,0,1943-08-13
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1943-08-13
"Jasta H.",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-13
"Jasta Hg.",0,"JG",5,1,1,0,0,0,0,0,0,1943-08-13
"JFS 5",0,"JG",16,2,2,0,0,0,0,0,0,1943-08-13
"JG 1",1,"JG",587,53,23,7,0,0,0,0,0,1943-08-13
"JG 11",1,"JG",415,30,14,4,0,0,0,0,0,1943-08-13
"JG 2",1,"JG",882,63,40,13,0,0,0,0,0,1943-08-13
"JG 26",1,"JG",1033,63,46,17,0,0,0,0,0,1943-08-13
"JG 27",0,"JG",209,19,9,2,0,0,0,0,0,1943-08-13
"JG 27",1,"JG",570,45,33,8,0,0,0,0,0,1943-08-13
"JG 3",0,"JG",271,3,3,2,0,0,0,0,0,1943-08-13
"JG 3",1,"JG",2751,103,86,37,0,0,0,0,0,1943-08-13
"JG 4",1,"JG",71,6,3,2,0,0,0,0,0,1943-08-13
"JG 5",0,"JG",293,36,19,4,0,0,0,0,0,1943-08-13
"JG 51",0,"JG",3062,168,130,50,0,0,1,0,17,1943-08-13
"JG 52",0,"JG",2436,113,80,35,0,0,0,0,2,1943-08-13
"JG 53",0,"JG",953,74,43,16,0,0,0,0,1,1943-08-13
"JG 54",0,"JG",1988,84,67,30,0,0,0,0,6,1943-08-13
"JG 54",1,"JG",311,19,16,5,0,0,0,0,0,1943-08-13
"JG 77",0,"JG",1611,94,58,21,0,0,0,0,0,1943-08-13
"JGr. Ost",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-13
"Kdo.Herr.",0,"JG",15,9,0,0,0,0,0,0,0,1943-08-13
"KG 40",0,"JG",55,13,5,0,0,0,0,0,1,1943-08-13
"LG 2",0,"JG",22,6,2,0,0,0,0,0,0,1943-08-13
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-13
"NAG 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-13
"NAG 4",0,"JG",11,1,1,0,0,0,0,0,0,1943-08-13
"NAGr. 4",0,"JG",5,2,0,0,0,0,0,0,0,1943-08-13
"NJG 1",1,"NJG",955,64,47,15,0,0,0,0,0,1943-08-13
"NJG 100",0,"NJG",28,5,2,0,0,0,0,0,1,1943-08-13
"NJG 101",0,"NJG",6,2,1,0,0,0,0,0,0,1943-08-13
"NJG 2",1,"NJG",81,12,8,0,0,0,0,0,0,1943-08-13
"NJG 200 (ZG 1)",0,"ZG",18,1,1,0,0,0,0,0,0,1943-08-13
"NJG 3",1,"NJG",114,26,5,1,0,0,0,0,0,1943-08-13
"NJG 4",1,"NJG",198,18,13,2,0,0,0,0,0,1943-08-13
"NJG 5",1,"NJG",103,16,7,1,0,0,0,0,0,1943-08-13
"NJG 6",1,"NJG",34,4,2,1,0,0,0,0,0,1943-08-13
"Schl.G 1",0,"JG",4,2,0,0,0,0,0,0,0,1943-08-13
"Schl.G. 1",0,"JG",17,7,0,0,0,0,0,0,0,1943-08-13
"Schl.G. 2",0,"JG",3,2,0,0,0,0,0,0,0,1943-08-13
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1943-08-13
"ZG 1",1,"ZG",53,13,4,0,0,0,0,0,0,1943-08-13
"ZG 2",0,"ZG",12,2,1,0,0,0,0,0,0,1943-08-13
"ZG 26",1,"ZG",70,12,6,0,0,0,0,0,0,1943-08-13
"ZG 76",1,"ZG",61,12,7,0,0,0,0,0,0,1943-08-13
"E.Kdo 25",0,"JG",22,1,1,1,0,0,0,0,0,1943-08-14
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1943-08-14
"Jasta H.",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-14
"Jasta Hg.",0,"JG",5,1,1,0,0,0,0,0,0,1943-08-14
"JFS 5",0,"JG",16,2,2,0,0,0,0,0,0,1943-08-14
"JG 1",1,"JG",587,53,23,7,0,0,0,0,0,1943-08-14
"JG 11",1,"JG",415,30,14,4,0,0,0,0,0,1943-08-14
"JG 2",1,"JG",882,63,40,13,0,0,0,0,0,1943-08-14
"JG 26",1,"JG",1049,64,47,17,0,0,0,0,1,1943-08-14
"JG 27",0,"JG",209,19,9,2,0,0,0,0,0,1943-08-14
"JG 27",1,"JG",570,45,33,8,0,0,0,0,0,1943-08-14
"JG 3",0,"JG",271,3,3,2,0,0,0,0,0,1943-08-14
"JG 3",1,"JG",2751,103,86,37,0,0,0,0,0,1943-08-14
"JG 4",1,"JG",71,6,3,2,0,0,0,0,0,1943-08-14
"JG 5",0,"JG",293,36,19,4,0,0,0,0,0,1943-08-14
"JG 51",0,"JG",3094,168,129,51,1,0,0,0,23,1943-08-14
"JG 52",0,"JG",2443,113,80,35,0,1,0,1,6,1943-08-14
"JG 53",0,"JG",953,74,43,16,0,0,0,0,0,1943-08-14
"JG 54",0,"JG",2006,85,67,30,1,0,0,0,11,1943-08-14
"JG 54",1,"JG",311,19,16,5,0,0,0,0,0,1943-08-14
"JG 77",0,"JG",1613,95,58,21,1,0,0,0,2,1943-08-14
"JGr. Ost",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-14
"Kdo.Herr.",0,"JG",15,9,0,0,0,0,0,0,0,1943-08-14
"KG 40",0,"JG",55,13,5,0,0,0,0,0,0,1943-08-14
"LG 2",0,"JG",22,6,2,0,0,0,0,0,0,1943-08-14
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-14
"NAG 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-14
"NAG 4",0,"JG",11,1,1,0,0,0,0,0,0,1943-08-14
"NAGr. 4",0,"JG",5,2,0,0,0,0,0,0,0,1943-08-14
"NJG 1",1,"NJG",955,64,47,15,0,0,0,0,0,1943-08-14
"NJG 100",0,"NJG",29,5,2,0,0,0,0,0,1,1943-08-14
"NJG 101",0,"NJG",6,2,1,0,0,0,0,0,0,1943-08-14
"NJG 2",1,"NJG",81,12,8,0,0,0,0,0,0,1943-08-14
"NJG 200 (ZG 1)",0,"ZG",18,1,1,0,0,0,0,0,0,1943-08-14
"NJG 3",1,"NJG",114,26,5,1,0,0,0,0,0,1943-08-14
"NJG 4",1,"NJG",198,18,13,2,0,0,0,0,0,1943-08-14
"NJG 5",1,"NJG",103,16,7,1,0,0,0,0,0,1943-08-14
"NJG 6",1,"NJG",34,4,2,1,0,0,0,0,0,1943-08-14
"Schl.G 1",0,"JG",4,2,0,0,0,0,0,0,0,1943-08-14
"Schl.G. 1",0,"JG",17,7,0,0,0,0,0,0,0,1943-08-14
"Schl.G. 2",0,"JG",3,2,0,0,0,0,0,0,0,1943-08-14
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1943-08-14
"ZG 1",1,"ZG",53,13,4,0,0,0,0,0,0,1943-08-14
"ZG 2",0,"ZG",12,2,1,0,0,0,0,0,0,1943-08-14
"ZG 26",1,"ZG",70,12,6,0,0,0,0,0,0,1943-08-14
"ZG 76",1,"ZG",61,12,7,0,0,0,0,0,0,1943-08-14
"E.Kdo 25",0,"JG",22,1,1,1,0,0,0,0,0,1943-08-15
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1943-08-15
"Jasta H.",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-15
"Jasta Hg.",0,"JG",5,1,1,0,0,0,0,0,0,1943-08-15
"JFS 5",0,"JG",16,2,2,0,0,0,0,0,0,1943-08-15
"JG 1",1,"JG",587,53,23,7,0,0,0,0,0,1943-08-15
"JG 11",1,"JG",415,30,14,4,0,0,0,0,0,1943-08-15
"JG 2",1,"JG",887,64,40,13,1,0,0,0,5,1943-08-15
"JG 26",1,"JG",1052,64,47,17,0,0,0,0,3,1943-08-15
"JG 27",0,"JG",209,19,9,2,0,0,0,0,0,1943-08-15
"JG 27",1,"JG",570,45,33,8,0,0,0,0,0,1943-08-15
"JG 3",0,"JG",271,3,3,2,0,0,0,0,0,1943-08-15
"JG 3",1,"JG",2751,103,86,37,0,0,0,0,0,1943-08-15
"JG 4",1,"JG",71,6,3,2,0,0,0,0,0,1943-08-15
"JG 5",0,"JG",294,37,19,4,1,0,0,0,1,1943-08-15
"JG 51",0,"JG",3102,168,130,51,0,1,1,1,7,1943-08-15
"JG 52",0,"JG",2393,112,79,34,0,0,0,0,8,1943-08-15
"JG 53",0,"JG",953,74,43,16,0,0,0,0,0,1943-08-15
"JG 54",0,"JG",2016,86,67,30,1,0,0,0,7,1943-08-15
"JG 54",1,"JG",311,19,16,5,0,0,0,0,0,1943-08-15
"JG 77",0,"JG",1613,95,58,21,0,0,0,0,0,1943-08-15
"JGr. Ost",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-15
"Kdo.Herr.",0,"JG",15,9,0,0,0,0,0,0,0,1943-08-15
"KG 40",0,"JG",52,12,5,0,0,0,0,0,1,1943-08-15
"LG 2",0,"JG",22,6,2,0,0,0,0,0,0,1943-08-15
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-15
"NAG 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-15
"NAG 4",0,"JG",11,1,1,0,0,0,0,0,0,1943-08-15
"NAGr. 4",0,"JG",5,2,0,0,0,0,0,0,0,1943-08-15
"NJG 1",1,"NJG",955,64,47,15,0,0,0,0,0,1943-08-15
"NJG 100",0,"NJG",29,5,2,0,0,0,0,0,0,1943-08-15
"NJG 101",0,"NJG",6,2,1,0,0,0,0,0,0,1943-08-15
"NJG 2",1,"NJG",81,12,8,0,0,0,0,0,0,1943-08-15
"NJG 200 (ZG 1)",0,"ZG",18,1,1,0,0,0,0,0,0,1943-08-15
"NJG 3",1,"NJG",114,26,5,1,0,0,0,0,0,1943-08-15
"NJG 4",1,"NJG",198,18,13,2,0,0,0,0,0,1943-08-15
"NJG 5",1,"NJG",103,16,7,1,0,0,0,0,0,1943-08-15
"NJG 6",1,"NJG",34,4,2,1,0,0,0,0,0,1943-08-15
"Schl.G 1",0,"JG",4,2,0,0,0,0,0,0,0,1943-08-15
"Schl.G. 1",0,"JG",18,7,0,0,0,0,0,0,1,1943-08-15
"Schl.G. 2",0,"JG",3,2,0,0,0,0,0,0,0,1943-08-15
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1943-08-15
"ZG 1",1,"ZG",61,14,5,0,0,0,0,0,1,1943-08-15
"ZG 2",0,"ZG",12,2,1,0,0,0,0,0,0,1943-08-15
"ZG 26",1,"ZG",70,12,6,0,0,0,0,0,0,1943-08-15
"ZG 76",1,"ZG",61,12,7,0,0,0,0,0,0,1943-08-15
"E.Kdo 25",0,"JG",22,1,1,1,0,0,0,0,0,1943-08-16
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1943-08-16
"Jasta H.",0,"JG",1,1,0,0,0,0,0,0,0,1943-08-16
"Jasta Hg.",0,"JG",5,1,1,0,0,0,0,0,0,1943-08-16
"JFS 5",0,"JG",16,2,2,0,0,0,0,0,0,1943-08-16
"JG 1",1,"JG",587,53,23,7,0,0,0,0,0,1943-08-16
"JG 11",1,"JG",415,30,14,4,0,0,0,0,0,1943-08-16
"JG 2",1,"JG",899,64,41,15,0,1,1,1,9,1943-08-16
"JG 26",1,"JG",1104,66,48,18,1,0,0,0,2,1943-08-16
"JG 27",0,"JG",209,19,9,2,0,0,0,0,0,1943-08-16
"JG 27",1,"JG",570,45,33,8,0,0,0,0,0,1943-08-16
"JG 3",0,"JG",271,3,3,2,0,0,0,0,0,1943-08-16
"JG 3",1,"JG",2754,105,86,37,2,0,0,0,3,1943-08-16
"JG 4",1,"JG",71,6,3,2,0,0,0,0,0,1943-08-16
"JG 5",0,"JG",294,37,19,4,0,0,0,0,0,1943-08-16
"JG 51",0,"JG",3106,167,129,51,0,0,0,0,10,1943-08-16
"JG 52",0,"JG",2400,112,79,34,0,0,0,0,6,1943-08-16
"JG 53",0,"JG",959,75,44,16,1,0,1,0,6,1943-08-16
"JG 54",0,"JG",2025,86,67,30,0,0,0,0,7,1943-08-16
"JG 54",1,"JG",261,18,15,4,0,0,0,0,0,1943-08-16
