"","target_country","Date","Mission.Number","VIII.Ftr.Missions","VIII.Air.Support.Cmd","Target","Mission.Target.Type","Country","Notes","A.C.Type","Dispatched","Escorts","Recalled","RTB","Aborted","Lost.en.route","Bombed","Bombed.Opportunity","Target.Notes","Quantity","TimeOverTarget","Lost.return","Total.Lost","Interned","Crashed","Cat.E","Damaged","KIA","WIA","MIA","Claims.Destroyed","Probable","Damaged2","Gnd.Dest","Gnd.Prob","Gnd.DMG","Notes3","X4th.FG","X44.BG.H.","X91.BG.H.","X93.BG.H.","X97.BG.H.","X301.BG.H.","X303.BG.H.","X305.BG.H.","X306.BG.H.","X322.BG.M.","X323.BG.M.","X15.BS..LT.","lon","lat","lost_dispatched_ratio","has_weather","norway_denmark","target_type_2","distance","germany"
"1416","France ,France","5/23/1944",364,"","","France","Escort","France","","B-24",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"1417","France ,France","7/11/1944",467,"","","France","Leaflet","France","","B-17",6,0,0,0,0,0,6,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Leaflet",611.372407774983,0
"1418","France ,France","7/26/1944",497,"","","France","Leaflet","France","","B-17",7,0,0,0,0,0,7,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Leaflet",611.372407774983,0
"1419","France ,France","7/4/1944",451,"","","France","Escort","France","","P-51",244,244,0,0,0,0,0,"","","","",0,1,0,0,0,0,0,0,1,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"1420","France ,France","3/28/1944",283,"","","France","Escort","France","9th AF","P-51",123,123,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"1421","France ,France","3/28/1944",283,"","","France","Escort","France","9th AF P-47s too","P-47",284,284,0,0,0,0,0,"","","","",0,3,0,0,0,0,0,0,3,0,"",0,0,0,0,"30-1-32 gnd ","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"1422","France ,France","8/13/1944",0,"","","France","Transportation","France","","P-47",0,0,0,0,0,0,0,"","","","",0,4,0,0,4,1,0,0,4,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Transportation",611.372407774983,0
"1423","France ,France","7/1/1944",0,"","X","France","Fighter-Bomber","France","Dive Bombing","P-47",169,0,0,0,0,0,0,"","","","",0,1,0,0,2,0,2,0,2,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0.00591715976331361,0,0,"Fighter-Bomber",611.372407774983,0
"1424","France ,France","3/17/1944",263,"","","France","Airfield","France","","P-47",0,0,0,0,0,0,0,"85","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Airfield",611.372407774983,0
"1425","France ,France","7/17/1944",478,"","","France","Escort","France","","P-51",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"1426","France ,France","7/16/1944",477,"","","France","Leaflet","France","","B-17",5,0,0,0,0,0,5,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Leaflet",611.372407774983,0
"1427","France ,France","8/10/1944",540,"","","France","Leaflet","France","","B-17",4,0,0,0,0,0,4,"","Norway (1)","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Leaflet",611.372407774983,0
"1428","France ,France","8/13/1944",548,"","","France","Escort","France","","P-51",136,131,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Escort",611.372407774983,0
"1429","France ,France","7/17/1944",478,"","","France","Tactical","France","","B-17",0,0,0,0,0,0,0,"15","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Tactical",611.372407774983,0
"1430","France ,France","8/13/1944",0,"","","France","Transportation","France","","P-51",0,0,0,0,0,0,0,"","","","",0,9,0,0,0,0,1,1,9,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Transportation",611.372407774983,0
"1431","France ,France","7/28/1944",502,"","","France","Leaflet","France","","B-17",6,0,0,0,0,0,6,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Leaflet",611.372407774983,0
"1432","France ,France","4/27/1944",323,"","","France","Escort","France","","P-51",154,154,0,0,0,0,0,"","","","",0,0,0,0,0,1,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"1433","France ,France","7/19/1944",483,"","","France","Leaflet","France","","B-17",5,0,0,0,0,0,5,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Leaflet",611.372407774983,0
"1434","France ,France","6/17/1944",420,"","","France","Leaflet","France","","B-17",10,0,0,0,1,0,9,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Leaflet",611.372407774983,0
"1435","France ,France","4/27/1944",323,"","","France","Escort","France","","P-47",283,283,0,0,0,0,0,"","","","",0,4,0,0,0,2,0,0,3,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"1436","France ,France","8/7/1944",529,"","","France","Transportation","France","Fighter Bomber","P-47",271,0,0,0,0,0,271,"","","","",0,3,0,0,0,0,0,0,3,0,"",0,4,0,1,"","","","","","","","","","","","","",2.213749,46.227638,0.011070110701107,0,0,"Transportation",611.372407774983,0
"1437","France ,France","7/24/1944",493,"","","France","Leaflet","France","","B-17",7,0,0,0,0,0,7,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Leaflet",611.372407774983,0
"1438","France ,France","5/21/1944",360,"","","France","Escort","France","","P-47",48,48,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"1439","France ,France","7/8/1944",461,"","","France","Leaflet","France","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Leaflet",611.372407774983,0
"1440","France ,France","6/23/1944",436,"","","France","Escort","France","","P-51",83,83,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"1441","France ,France","8/9/1944",0,"","","France","Communications","France","","P-47",116,0,0,0,0,0,116,"","Northern France","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Communications",611.372407774983,0
"1442","France ,France","7/2/1944",0,"","","France","Carpetbaggers","France","","B-24",37,0,0,0,0,0,37,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Carpetbagger",611.372407774983,0
"1443","France ,France","7/20/1944",485,"","","France","Leaflet","France","","B-17",6,0,0,0,0,0,6,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Leaflet",611.372407774983,0
"1444","France ,France","7/1/1944",0,"","X","France","Fighter-Bomber","France","Dive Bombing","P-51",99,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Fighter-Bomber",611.372407774983,0
"1445","France ,France","5/8/1944",346,"","","France","Leaflet","France","","B-17",4,0,0,0,0,0,3,"","10 Towns","1600000","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Leaflet",611.372407774983,0
"1446","France ,France","6/24/1944",438,"","","France","Escort","France","2nd mission is strafing","P-38",45,45,0,0,0,0,0,"","","","",0,1,0,0,0,0,0,0,1,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"1447","France ,France","4/30/1944",329,"","","France","Escort","France","9th AF P-47s too","P-47",268,268,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,9,"1",5,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"1448","France ,France","5/15/1944",356,"","","France","Escort","France","","P-51",104,104,0,0,0,0,0,"","","","",0,1,0,0,0,0,0,0,1,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"1449","France ,France","8/12/1944",547,"","","France","Escort","France","Escorting B-26s","P-51",48,48,0,0,0,0,0,"","9th AF Escort","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Escort",611.372407774983,0
"1450","France ,France","7/17/1944",478,"","","France","Escort","France","","P-47",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"1451","France ,France","6/27/1944",0,"","","France","Carpetbagger","France","","B-24",16,0,0,0,0,0,16,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Carpetbagger",611.372407774983,0
"1452","France ,France","8/9/1944",536,"","","France","Leaflet","France","","B-17",6,0,0,0,0,0,6,"","And Netherlands","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Leaflet",611.372407774983,0
"1453","France ,France","7/4/1944",0,"","X","France","Escort","France","P-47 Escort","P-38",144,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Escort",611.372407774983,0
"1454","France ,France","6/24/1944",438,"","","France","Escort","France","2nd mission is strafing","P-47",36,36,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"1455","France ,France","4/30/1944",329,"","","France","Escort","France","","P-38",128,128,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"1456","France ,France","7/1/1944",0,"","X","France","Fighter-Bomber","France","Dive Bombing","P-38",97,0,0,0,0,0,82,"","","","",0,0,0,0,0,0,0,0,0,3,"0",3,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Fighter-Bomber",611.372407774983,0
"1457","France ,France","8/10/1944",538,"","","France","Railroad","France","","P-51",138,0,0,0,0,0,0,"","","","",0,5,0,0,0,0,0,0,5,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0.036231884057971,0,0,"Transportation",611.372407774983,0
"1458","France ,France","8/7/1944",528,"","","France","Transportation","France","","B-17",3,0,0,0,1,0,0,"","Micro H test. H2X and Gee combined for blind bombing","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Transportation",611.372407774983,0
"1459","France ,France","6/18/1944",422,"","","France","Carpetbaggers","France","1  B-24 hits a tree over target","B-24",9,0,0,0,0,0,9,"","","","",0,0,0,0,0,1,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Carpetbagger",611.372407774983,0
"1460","France ,France","8/6/1944",526,"","","France","Leaflet","France","","B-17",7,0,0,0,0,0,7,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Leaflet",611.372407774983,0
"1461","France ,France","8/11/1944",544,"","","France","Leaflet","France","","B-17",6,0,0,0,0,0,6,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Leaflet",611.372407774983,0
"1462","France / Belgium ,","4/10/1944",295,"","","France / Belgium","Airfields","","","B-17",248,0,0,0,0,0,20,"","Bergen op Zoom","","",0,1,0,0,2,19,0,0,10,0,"",0,0,0,0,"","","","","","","","","","","","","",4.331489,50.833748,0.00403225806451613,0,0,"Airfield",319.945224839121,0
"1463","France / Belgium ,","4/10/1944",295,"","","France / Belgium","Airfields","","","B-17",0,0,0,0,0,0,60,"","Diest/Schaffen airfield","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",4.331489,50.833748,NA,0,0,"Airfield",319.945224839121,0
"1464","France / Belgium ,","4/10/1944",295,"","","France / Belgium","Airfields","","","B-17",0,0,0,0,0,0,62,"","Maldagem airfield","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",4.331489,50.833748,NA,0,0,"Airfield",319.945224839121,0
"1465","France / Belgium ,","4/10/1944",295,"","","France / Belgium","Airfields","","","B-17",0,0,0,0,0,0,42,"","Florennes/Juzaine Airfield","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",4.331489,50.833748,NA,0,0,"Airfield",319.945224839121,0
"1466","France, Belgium ,France","5/24/1944",369,"","","France, Belgium","Leaflet","France","","B-17",4,0,0,0,0,0,4,"","","2540000","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",4.331489,50.833748,0,0,0,"Leaflet",319.945224839121,0
"1467","France, Germany ,","4/23/1944",313,"","","France, Germany","Airfields","","","P-51",80,0,0,0,0,0,80,"","Unknown targets","","",0,0,0,0,0,2,0,0,0,0,"",0,0,0,0,"3-0-1","","","","","","","","","","","","",4.968796,45.8680499,0,0,0,"Airfield",729.912847819547,1
"1468","Franfurt ,Germany","2/11/1944",218,"","","Franfurt","Escort","Germany","9th AF","P-51",38,38,0,0,0,0,0,"","","","",0,2,0,0,1,0,0,0,2,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,Inf,0,0,"Escort",638.34527354885,1
"1469","Franfurt ,Germany","2/11/1944",218,"","","Franfurt","Escort","Germany","9th AF P-47s too","P-47",486,486,0,0,0,0,0,"","","","",0,4,0,0,2,4,0,0,4,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,Inf,0,0,"Escort",638.34527354885,1
"1470","Franfurt ,Germany","2/11/1944",218,"","","Franfurt","Escort","Germany","","P-38",82,82,0,0,0,0,0,"","","","",0,8,0,0,0,2,0,0,4,30,"2",28,2,1,4,"","","","","","","","","","","","","",8.6821267,50.1109221,Inf,0,0,"Escort",638.34527354885,1
"1471","Franfurt ,Germany","2/11/1944",218,"","","Franfurt","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"32","Ludwigshafen","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1472","Franfurt ,Germany","2/11/1944",218,"","","Franfurt","Railroad","Germany","","B-17",223,0,0,0,0,0,157,"","","","",0,5,0,0,3,124,1,26,51,3,"0",2,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,0.0224215246636771,0,0,"Transportation",638.34527354885,1
"1473","Franfurt ,Germany","2/11/1944",218,"","","Franfurt","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"19","Saarbrucken ","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1474","Franfurt ,Germany","2/11/1944",218,"","","Franfurt","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"4","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1475","Frankfurt ,Germany","10/15/1944",0,"","","Frankfurt","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Frankfurt","","","","","",8.6821267,50.1109221,NA,0,0,"",638.34527354885,1
"1476","Frankfurt ,Germany","3/20/1944",269,"","","Frankfurt","Escort","Germany","9th AF P-47s too","P-47",315,315,0,0,0,0,0,"","","","",0,6,0,0,0,9,0,0,6,1,"0",1,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,Inf,0,0,"Escort",638.34527354885,1
"1477","Frankfurt ,Germany","1/24/1944",191,"","","Frankfurt","Industry","Germany","Russelheim","B-17",659,0,307,294,0,0,0,"58","Zukonft Power Plant","","",0,2,0,0,0,5,5,0,21,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,0.00303490136570561,0,0,"Industry",638.34527354885,1
"1478","Frankfurt ,Germany","3/20/1944",269,"","","Frankfurt","Escort","Germany","","P-38",44,44,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Escort",638.34527354885,1
"1479","Frankfurt ,Germany","3/20/1944",269,"","","Frankfurt","Industry","Germany","","B-17",0,0,0,0,0,0,0,"19","Bingen","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Industry",638.34527354885,1
"1480","Frankfurt ,Germany","3/20/1944",269,"","","Frankfurt","Industry","Germany","","B-17",0,0,0,0,0,0,0,"54","Mannheim City","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Industry",638.34527354885,1
"1481","Frankfurt ,Germany","3/20/1944",269,"","","Frankfurt","Escort","Germany","9th AF P-51s also","P-51",205,205,0,0,0,0,0,"","","","",0,2,0,0,0,3,0,0,2,4,"0",1,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,Inf,0,0,"Escort",638.34527354885,1
"1482","Frankfurt ,Germany","3/20/1944",269,"","","Frankfurt","Industry","Germany","","B-17",0,0,0,0,0,0,0,"22","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Industry",638.34527354885,1
"1483","Frankfurt ,Germany","3/20/1944",269,"","","Frankfurt","Industry","Germany","","B-17",0,0,0,0,0,0,0,"51","Frankfurt City","","",0,5,0,0,1,15,0,3,21,2,"0",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,Inf,0,0,"Industry",638.34527354885,1
"1484","Frankfurt ,Germany","1/24/1944",191,"","","Frankfurt","Industry","Germany","Russelheim","B-24",198,0,0,198,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,0,0,0,"Industry",638.34527354885,1
"1485","Frankfurt ,Germany","1/24/1944",191,"","","Frankfurt","Escort","Germany","","P-47",535,535,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Escort",638.34527354885,1
"1486","Frankfurt ,Germany","10/4/1943",108,"","","Frankfurt","Industry","Germany","","B-17",51,0,0,0,11,3,37,"","","","1110-1111",0,3,0,0,0,35,1,2,30,18,"8",22,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,0.0588235294117647,0,0,"Industry",638.34527354885,1
"1487","Frankfurt ,Germany","1/29/1944",198,"","","Frankfurt","Escort","Germany","","P-51",40,40,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Escort",638.34527354885,1
"1488","Frankfurt ,Germany","1/24/1944",191,"","","Frankfurt","Escort","Germany","","P-38",101,101,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Escort",638.34527354885,1
"1489","Frankfurt ,Germany","2/8/1944",214,"","","Frankfurt","Railroad","Germany","PPF aiming","B-17",236,0,0,0,0,0,88,"","","","",0,13,0,0,0,108,11,4,130,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,0.0550847457627119,0,0,"Transportation",638.34527354885,1
"1490","Frankfurt ,Germany","2/8/1944",214,"","","Frankfurt","Railroad","Germany","PPF aiming","B-17",0,0,0,0,0,0,0,"107","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1491","Frankfurt ,Germany","1/29/1944",198,"","","Frankfurt","Escort","Germany","","P-47",503,503,0,0,0,0,0,"","","","",0,10,0,0,0,1,0,0,10,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,Inf,0,0,"Escort",638.34527354885,1
"1492","Frankfurt ,Germany","2/8/1944",214,"","","Frankfurt","Escort","Germany","9th AF P-47s too","P-47",435,435,0,0,0,0,0,"","","","",0,3,0,0,1,4,0,0,3,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,Inf,0,0,"Escort",638.34527354885,1
"1493","Frankfurt ,Germany","3/20/1944",269,"","","Frankfurt","Industry","Germany","","B-17",353,0,0,207,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,0,0,0,"Industry",638.34527354885,1
"1494","Frankfurt ,Germany","1/29/1944",198,"","","Frankfurt","Industry","Germany","","B-24",188,0,0,0,0,0,170,"","","","",0,5,0,0,3,19,0,0,51,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,0.0265957446808511,0,0,"Industry",638.34527354885,1
"1495","Frankfurt ,Germany","1/29/1944",198,"","","Frankfurt","Industry","Germany","","B-17",675,0,0,0,0,0,590,"","","","",0,24,0,0,2,116,22,32,248,75,"27",48,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,0.0355555555555556,0,0,"Industry",638.34527354885,1
"1496","Frankfurt ,Germany","1/24/1944",191,"","","Frankfurt","Escort","Germany","","P-51",42,42,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Escort",638.34527354885,1
"1497","Frankfurt ,Germany","2/8/1944",214,"","","Frankfurt","Escort","Germany","9th AF","P-51",41,41,0,0,0,0,0,"","","","",0,4,0,0,0,0,0,0,4,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,Inf,0,0,"Escort",638.34527354885,1
"1498","Frankfurt ,Germany","1/29/1944",198,"","","Frankfurt","Escort","Germany","","P-38",89,89,0,0,0,0,0,"","","","",0,5,0,0,1,3,0,0,4,47,"6",14,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,Inf,0,0,"Escort",638.34527354885,1
"1499","Frankfurt ,Germany","2/8/1944",214,"","","Frankfurt","Escort","Germany","","P-38",77,77,0,0,0,0,0,"","","","",0,2,0,0,0,0,0,0,2,16,"1",8,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,Inf,0,0,"Escort",638.34527354885,1
"1500","Frankfurt am Main ,Germany","3/2/1944",244,"","","Frankfurt am Main","Railroad","Germany","","B-24",0,0,0,0,0,0,0,"46","various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1501","Frankfurt am Main ,Germany","3/2/1944",244,"","","Frankfurt am Main","Railroad","Germany","9th AF","P-51",111,111,0,0,0,0,0,"","","","",0,1,0,0,0,2,0,0,1,4,"0",1,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,Inf,0,0,"Transportation",638.34527354885,1
"1502","Frankfurt am Main ,Germany","3/2/1944",244,"","","Frankfurt am Main","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"103","Frankburg Offenback","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1503","Frankfurt am Main ,Germany","3/2/1944",244,"","","Frankfurt am Main","Railroad","Germany","9th AF P-47s too","P-47",445,445,0,0,0,0,0,"","","","",0,3,0,0,0,7,0,0,2,13,"2",3,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,Inf,0,0,"Transportation",638.34527354885,1
"1504","Frankfurt am Main ,Germany","3/2/1944",244,"","","Frankfurt am Main","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"8","various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1505","Frankfurt am Main ,Germany","3/2/1944",244,"","","Frankfurt am Main","Railroad","Germany","","P-38",33,33,0,0,0,0,0,"","","","",0,0,0,0,0,1,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1506","Frankfurt am Main ,Germany","3/2/1944",244,"","","Frankfurt am Main","Railroad","Germany","","B-24",154,0,0,0,0,0,36,"","","","",0,1,0,0,3,0,16,4,11,2,"0",2,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,0.00649350649350649,0,0,"Transportation",638.34527354885,1
"1507","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Escort","Germany","9th AF","P-51",44,44,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Escort",638.34527354885,1
"1508","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Railroad","Germany","","B-24",0,0,0,0,0,0,0,"2","Russelheim","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1509","Frankfurt am Main ,Germany","3/2/1944",244,"","","Frankfurt am Main","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"20","Limburg","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1510","Frankfurt am Main ,Germany","3/2/1944",244,"","","Frankfurt am Main","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"12","Fischback","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
