"","target_country","Date","Mission.Number","VIII.Ftr.Missions","VIII.Air.Support.Cmd","Target","Mission.Target.Type","Country","Notes","A.C.Type","Dispatched","Escorts","Recalled","RTB","Aborted","Lost.en.route","Bombed","Bombed.Opportunity","Target.Notes","Quantity","TimeOverTarget","Lost.return","Total.Lost","Interned","Crashed","Cat.E","Damaged","KIA","WIA","MIA","Claims.Destroyed","Probable","Damaged2","Gnd.Dest","Gnd.Prob","Gnd.DMG","Notes3","X4th.FG","X44.BG.H.","X91.BG.H.","X93.BG.H.","X97.BG.H.","X301.BG.H.","X303.BG.H.","X305.BG.H.","X306.BG.H.","X322.BG.M.","X323.BG.M.","X15.BS..LT.","lon","lat","lost_dispatched_ratio","has_weather","norway_denmark","target_type_2","distance","germany"
"2367","Normandy ,France","6/4/1944",389,"","","Normandy","NEPTUNE","France","Beach preparation - cancelled due to postponement of invasion","",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.1712529,48.8798704,NA,0,0,"Tactical",292.449904969075,0
"2368","Normandy ,France","6/5/1944",392,"","","Normandy","Escort","France","","P-47",127,127,0,0,0,0,0,"","","","",0,1,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.1712529,48.8798704,Inf,0,0,"Escort",292.449904969075,0
"2369","Normandy ,France","6/7/1944",0,"","","Normandy","Rhubarb","France","","P-47",505,0,0,0,0,0,0,"","","","",0,10,0,0,0,0,0,0,9,29,"1",12,25,0,12,"","","","","","","","","","","","","",0.1712529,48.8798704,0.0198019801980198,0,0,"Rhubarb",292.449904969075,0
"2370","Normandy ,France","6/6/1944",394,"","","Normandy","NEPTUNE","France","Coastal defenses - clouds obsure targets for some groups","B-17",882,0,0,0,0,0,659,"","","","",0,0,0,0,0,14,12,2,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.1712529,48.8798704,0,1,0,"Tactical",292.449904969075,0
"2371","Normandy ,France","6/6/1944",0,"","","Normandy","Escort","France","1880 sorties","",0,0,0,0,0,0,0,"","","","",0,25,0,0,0,0,0,0,0,26,"0",8,4,0,9,"21 locomotives and 2 carloads of ammo destroyed","","","","","","","","","","","","",0.1712529,48.8798704,Inf,0,0,"Escort",292.449904969075,0
"2372","Normandy ,France","6/6/1944",394,"","","Normandy","Transportation","France","clouds","B-17",84,0,0,84,0,0,0,"","","","",0,0,0,0,0,1,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.1712529,48.8798704,0,1,0,"Transportation",292.449904969075,0
"2373","Normandy ,France","6/8/1944",400,"","","Normandy","Fighter Sweep","France","","P-47",24,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,1,"0",0,0,0,0,"","","","","","","","","","","","","",0.1712529,48.8798704,0,0,0,"Fighter Sweep",292.449904969075,0
"2374","Normandy ,France","6/7/1944",0,"","","Normandy","Beaches","France","","P-51",294,0,0,0,0,0,0,"","","","",0,8,0,0,0,0,1,0,7,0,"",0,0,0,0,"","","","","","","","","","","","","",0.1712529,48.8798704,0.0272108843537415,0,0,"Tactical",292.449904969075,0
"2375","Normandy ,France","6/14/1944",412,"","","Normandy","Beaches","France","","B-24",0,0,0,0,0,0,4,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.1712529,48.8798704,NA,0,0,"Tactical",292.449904969075,0
"2376","Normandy ,France","6/6/1944",395,"","","Normandy","Transportation","France","","B-24",300,0,0,0,0,0,125,"","Vire, Saint-Lo,Coutances,Falaise,Lisieux,Thury-Harcourt,Pont-l'Eveque,Argentan, Conde-sur-Noireau","","",0,1,0,0,1,11,10,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.1712529,48.8798704,0.00333333333333333,0,0,"Transportation",292.449904969075,0
"2377","Normandy ,France","6/7/1944",0,"","","Normandy","Rhubarb","France","","P-51",148,0,0,0,0,0,0,"","","","",0,4,0,0,3,0,1,0,3,0,"",0,0,0,0,"","","","","","","","","","","","","",0.1712529,48.8798704,0.027027027027027,0,0,"Rhubarb",292.449904969075,0
"2378","Normandy ,France","6/6/1944",395,"","","Normandy","Transportation","France","","B-24",73,0,0,0,0,0,58,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Caen","","","","","",0.1712529,48.8798704,0,0,0,"Transportation",292.449904969075,0
"2379","Normandy ,France","6/5/1944",392,"","","Normandy","Escort","France","","P-51",245,245,0,0,0,0,0,"","","","",0,1,0,0,1,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.1712529,48.8798704,Inf,0,0,"Escort",292.449904969075,0
"2380","Noyen ,France","6/17/1944",418,"","","Noyen","Railroad","France","","B-17",0,0,0,0,0,0,31,"","Bridge","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",-0.0982365,47.8693025,NA,0,0,"Transportation",404.173578860899,0
"2381","Nucourt ,France","6/22/1944",432,"","","Nucourt","V-Weapons","France","","B-17",216,0,0,0,0,0,70,"","","","",0,4,0,0,1,187,2,2,23,1,"0",0,0,0,0,"","","","","","","","","","","","","",1.862136,49.161966,0.0185185185185185,0,0,"V-Weapons",296.182165751436,0
"2383","Nurnberg ,Germany","1/23/1945",0,"","","Nurnberg","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Nurnberg","","","","","",11.0766654,49.4521018,NA,0,0,"",824.925886754492,1
"2384","Nurnberg ,Germany","1/28/1945",0,"","","Nurnberg","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Nurnberg","","","","","",11.0766654,49.4521018,NA,0,0,"",824.925886754492,1
"2385","NW France ,France","7/28/1944",501,"","","NW France","Escort","France","2 AD Force 1","P-47",235,235,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"2386","Oberlahnstein ,Germany","11/9/1944",0,"","","Oberlahnstein","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Oberlahnstein","","","","","",7.6042046,50.29993,NA,0,0,"",558.753979460462,1
"2387","Oberpfaffenhafen ,Germany","3/18/1944",264,"","","Oberpfaffenhafen","Escort","Germany","9th AF P-47s too","P-47",598,598,0,0,0,0,0,"","","","",0,2,0,0,1,0,0,0,2,2,"1",3,0,0,0,"","","","","","","","","","","","","",11.2860463,48.0808214,Inf,0,0,"Escort",902.997877775701,1
"2388","Oberpfaffenhafen ,Germany","3/18/1944",264,"","","Oberpfaffenhafen","Aircraft","Germany","","B-24",0,0,0,0,0,0,0,"38","Friedrichshafen Manzeill","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.2860463,48.0808214,NA,0,0,"Aircraft",902.997877775701,1
"2389","Oberpfaffenhafen ,Germany","3/18/1944",264,"","","Oberpfaffenhafen","Aircraft","Germany","","B-24",0,0,0,0,0,0,0,"9","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.2860463,48.0808214,NA,0,0,"Aircraft",902.997877775701,1
"2390","Oberpfaffenhafen ,Germany","3/18/1944",264,"","","Oberpfaffenhafen","Aircraft","Germany","","B-17",0,0,0,0,0,0,0,"","Memmingen Airfield","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.2860463,48.0808214,NA,0,0,"Aircraft",902.997877775701,1
"2391","Oberpfaffenhafen ,Germany","3/18/1944",264,"","","Oberpfaffenhafen","Aircraft","Germany","","B-17",0,0,0,0,0,0,0,"","Lechfeld Airfield","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.2860463,48.0808214,NA,0,0,"Aircraft",902.997877775701,1
"2392","Oberpfaffenhafen ,Germany","3/18/1944",264,"","","Oberpfaffenhafen","Escort","Germany","","P-38",113,113,0,0,0,0,0,"","","","",0,5,0,0,0,1,0,0,4,11,"2",1,0,0,0,"","","","","","","","","","","","","",11.2860463,48.0808214,Inf,0,0,"Escort",902.997877775701,1
"2393","Oberpfaffenhafen ,Germany","3/18/1944",264,"","","Oberpfaffenhafen","Aircraft","Germany","","B-24",0,0,0,0,0,0,0,"52","Friedrichshafen / Zepplin","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.2860463,48.0808214,NA,0,0,"Aircraft",902.997877775701,1
"2394","Oberpfaffenhafen ,Germany","3/18/1944",264,"","","Oberpfaffenhafen","Aircraft","Germany","","B-17",0,0,0,0,0,0,0,"","Landsburg Airfield","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.2860463,48.0808214,NA,0,0,"Aircraft",902.997877775701,1
"2395","Oberpfaffenhafen ,Germany","3/18/1944",264,"","","Oberpfaffenhafen","Aircraft","Germany","","B-24",0,0,0,0,0,0,0,"22","Friedrichshafen / City","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.2860463,48.0808214,NA,0,0,"Aircraft",902.997877775701,1
"2396","Oberpfaffenhafen ,Germany","3/18/1944",264,"","","Oberpfaffenhafen","Escort","Germany","9th AF P-51s also","P-51",214,214,0,0,0,0,0,"","","","",0,6,0,0,2,3,0,1,6,26,"2",6,3,2,2,"","","","","","","","","","","","","",11.2860463,48.0808214,Inf,0,0,"Escort",902.997877775701,1
"2397","Oberpfaffenhafen ,Germany","3/18/1944",264,"","","Oberpfaffenhafen","Aircraft","Germany","","B-17",290,0,0,0,0,0,284,"","","","",0,8,0,0,0,102,1,9,80,45,"10",7,0,0,0,"","","","","","","","","","","","","",11.2860463,48.0808214,0.0275862068965517,0,0,"Aircraft",902.997877775701,1
"2398","Oberpfaffenhofen ,Germany","4/24/1944",315,"","","Oberpfaffenhofen","Aircraft","Germany","","B-17",0,0,0,0,0,0,84,"","Oberpfaffenhofen","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.2860463,48.0808214,NA,0,0,"Aircraft",902.997877775701,1
"2399","Oebisfelde/Kaltendorf ,Germany","6/29/1944",447,"","","Oebisfelde/Kaltendorf","Airfield","Germany","","B-24",0,0,0,0,0,0,8,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.9895346,52.4348667,NA,0,0,"Airfield",768.780267617831,1
"2401","Offenburg ,Germany","11/4/1944",0,"","","Offenburg","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Offenburg","","","","","",7.9498017,48.473451,NA,0,0,"",668.620509449919,1
"2402","Oisemont/Neuville ,France","6/21/1944",429,"","","Oisemont/Neuville","V-Weapons","France","","B-24",31,0,0,0,0,0,31,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.765721,49.954986,0,0,0,"V-Weapons",217.671801305587,0
"2403","Oldenburg ,","4/8/1944",291,"","","Oldenburg","Airfields","","","B-17",59,0,0,0,0,0,59,"","Germany","","",0,0,0,0,0,0,0,5,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.2145521,53.1434501,0,0,0,"Airfield",595.982954557522,0
"2404","Oldenburg ,Germany","5/30/1944",380,"","","Oldenburg","Aircraft Depot","Germany","","B-24",369,0,0,0,0,0,135,"","","","",0,1,0,0,2,36,1,2,9,0,"",0,0,0,0,"","","","","","","","","","","","","",8.2145521,53.1434501,0.002710027100271,0,0,"Aircraft",595.982954557522,1
"2405","Olm ,Germany","8/9/1944",533,"","","Olm","Factory","Germany","Force 1","B-17",0,0,0,0,0,0,30,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.203454,49.9048667,NA,0,0,"Industry",613.257741709991,1
"2406","Olso/Kjeller Airfield ,Norway","11/18/1943",132,"","","Olso/Kjeller Airfield","Airfield","Norway","","B-24",102,0,0,0,0,0,82,"","","","1204-1212",0,9,0,0,3,10,2,9,91,10,"7",5,0,0,0,"","","","","","","","","","","","","",11.0510626,59.9669615,0.0882352941176471,0,1,"Airfield",1171.1515965433,0
"2407","Onasbruck ,Germany","5/13/1944",355,"","","Onasbruck","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"1","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.0471788,52.2799112,NA,0,0,"Transportation",568.01750039413,1
"2408","Onasbruck ,Germany","5/13/1944",355,"","","Onasbruck","Railroad","Germany","","B-17",199,0,0,0,0,0,178,"","","","",0,1,0,0,0,61,0,2,10,0,"",0,0,0,0,"","","","","","","","","","","","","",8.0471788,52.2799112,0.0050251256281407,0,0,"Transportation",568.01750039413,1
"2409","Opportunity ,France","7/4/1944",451,"","","Opportunity","Airfield","France","","B-17",0,0,0,0,0,0,0,"1","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",-1.5593266,47.2103272,NA,0,0,"Airfield",488.646628476487,0
"2410","Opportunity ,France","7/4/1944",0,"","X","Opportunity","","France","Dive Bombing","P-47",0,0,0,0,0,0,0,"5","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",-1.5593266,47.2103272,NA,0,0,"",488.646628476487,0
"2411","Opportunity ,France","7/2/1944",450,"","","Opportunity","V-Weapons","France","","B-17",0,0,0,0,0,0,1,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",-1.5593266,47.2103272,NA,0,0,"V-Weapons",488.646628476487,0
"2414","Oranienburg (Berlin) ,Germany","3/24/1945",0,"","","Oranienburg (Berlin)","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Oranienburg (Berlin)","","","","","",13.2366809,52.7537284,NA,0,0,"",922.569791812486,1
"2415","Oranienburg ,","4/18/1944",306,"","","Oranienburg","Aircraft","","","B-17",280,0,0,0,0,0,275,"","Perleberg Airfield, Wittenberge, various","","",0,3,0,0,0,90,0,0,29,0,"",0,0,0,0,"","","","","","","","","","","","","",13.2366809,52.7537284,0.0107142857142857,0,0,"Aircraft",922.569791812486,0
"2416","Oranienburg ,","4/18/1944",306,"","","Oranienburg","Aircraft","","","B-17",221,0,0,0,0,0,210,"","Brandenburg, Luneburg Airfield, Rathenow, various","","",0,14,0,0,0,94,2,12,139,0,"",0,0,0,0,"","","","","","","","","","","","","",13.2366809,52.7537284,0.0633484162895928,0,0,"Aircraft",922.569791812486,0
"2417","Oranienburg ,Germany","3/22/1944",273,"","","Oranienburg","Aircraft","Germany","","B-24",214,0,0,0,12,0,0,"196","Berlin","","",0,5,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.2366809,52.7537284,0.0233644859813084,0,0,"Aircraft",922.569791812486,1
"2418","Oranienburg ,Germany","3/22/1944",273,"","","Oranienburg","Aircraft","Germany","8/10 to 10/10 clouds over target","B-17",474,0,0,0,7,7,0,"460","Berlin","","",0,7,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.2366809,52.7537284,0.0147679324894515,1,0,"Aircraft",922.569791812486,1
"2419","Orleans ,France","6/8/1944",400,"","","Orleans","Communications","France","","B-17",640,0,0,0,0,0,36,"","","","",0,1,0,0,0,63,11,0,10,0,"",0,0,0,0,"","","","","","","","Orleans","","","","","",1.909251,47.902964,0.0015625,0,0,"Communications",426.395866623062,0
"2420","Orleans ,France","1/10/1944",181,"","","Orleans","Leaflets","France","Rouen, LeMans, Chateauroux, Tours","B-17",5,0,0,0,0,0,5,"","","4800000","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.909251,47.902964,0,0,0,"Leaflets",426.395866623062,0
"2421","Orleans ,France","1/4/1944",175,"","","Orleans","Leaflets","France","Lorient, Rouen, Tours","B-17",4,0,0,0,0,0,4,"","","800000","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.909251,47.902964,0,0,0,"Leaflets",426.395866623062,0
"2422","Orleans, Cambrai, Lemans Lille, Reims ,France","2/15/1944",225,"","","Orleans, Cambrai, Lemans Lille, Reims","Leaflet","France","","B-17",6,0,0,0,0,0,6,"","","300 Bundles","2124-2155",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",3.0758996,50.6202621,0,0,0,"Leaflet",244.591828223816,0
"2423","Orleans, France","4/10/1944",295,"","","Orleans","Airfields","","","B-24",0,0,0,0,0,0,28,"","Orleans/Bricy airfield","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.909251,47.902964,NA,0,0,"Airfield",426.395866623062,0
"2424","Orleans, France","4/10/1944",295,"","","Orleans","Airfields","","","",0,0,0,0,0,0,21,"","Romaratin Airfield","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.909251,47.902964,NA,0,0,"Airfield",426.395866623062,0
"2425","Orleans, Lille, Reims, Cambrai, Chateauroux ,France","2/29/1944",242,"","","Orleans, Lille, Reims, Cambrai, Chateauroux","Leaflet","France","","B-17",5,0,0,0,0,0,5,"","","250 Bundles","2005-2115",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",3.057256,50.62925,0,0,0,"Leaflet",242.977005093845,0
"2426","Orleans, Tours, Paris, Nantes, Lille, Reims, Chartres, Rouen ,","4/22/1944",312,"","","Orleans, Tours, Paris, Nantes, Lille, Reims, Chartres, Rouen","Leaflet","","","B-17",5,0,0,0,0,0,5,"","","","2251-2344",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.9063197,47.8993423,0,0,0,"Leaflet",426.703926985765,0
"2427","Orleans/Bricy  ,France","2/5/1944",210,"","","Orleans/Bricy ","Airfield","France","","B-17",0,0,0,0,0,0,60,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.7810584,47.9813782,NA,0,0,"Airfield",415.032891442098,0
"2428","Orleans/Bricy ,France","6/14/1944",412,"","","Orleans/Bricy","Airfield","France","","B-24",0,0,0,0,0,0,97,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.7810584,47.9813782,NA,0,0,"Airfield",415.032891442098,0
"2429","Orleans/Bricy ,France","4/30/1944",331,"","","Orleans/Bricy","Fighter Sweep","France","","P-51",51,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.7810584,47.9813782,0,0,0,"Fighter Sweep",415.032891442098,0
"2430","Orleans/Bricy ,France","4/30/1944",331,"","","Orleans/Bricy","Escort","France","","P-38",24,24,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.7810584,47.9813782,NA,0,0,"Escort",415.032891442098,0
"2431","Orleans/Bricy ,France","4/30/1944",331,"","","Orleans/Bricy","Airfield","France","Droopsnoot P-38s","P-38",22,0,0,0,0,0,0,"","","","",0,0,0,0,2,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.7810584,47.9813782,0,0,0,"Airfield",415.032891442098,0
"2432","Orleans/Bricy ,France","5/23/1944",364,"","","Orleans/Bricy","Airfield","France","","B-24",465,0,0,0,0,0,167,"","","","",0,1,0,0,0,33,10,10,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.7810584,47.9813782,0.0021505376344086,0,0,"Airfield",415.032891442098,0
"2433","Orleans/Bricy ,France","4/30/1944",331,"","","Orleans/Bricy","Escort","France","","P-47",10,10,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.7810584,47.9813782,NA,0,0,"Escort",415.032891442098,0
"2434","Orleans/Bricy ,France","5/23/1944",364,"","","Orleans/Bricy","Airfield","France","","B-17",0,0,0,0,0,0,17,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.7810584,47.9813782,NA,0,0,"Airfield",415.032891442098,0
"2435","Orleans/Bricy ,France","4/30/1944",331,"","","Orleans/Bricy","Airfield","France","","P-47",21,0,0,0,0,0,0,"5 V-Weapon sites","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.7810584,47.9813782,0,0,0,"Airfield",415.032891442098,0
"2436","Orleans/Bricy ,France","8/1/1944",508,"","","Orleans/Bricy","Airfield","France","2 AD Force 1","B-24",0,0,0,0,0,0,29,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.7810584,47.9813782,NA,0,0,"Airfield",415.032891442098,0
"2437","Orleans/Bricy ,France","6/24/1944",438,"","","Orleans/Bricy","Airfield","France","","B-24",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.7810584,47.9813782,NA,0,0,"Airfield",415.032891442098,0
"2438","Orleans/Bricy ,France","6/10/1944",403,"","","Orleans/Bricy","Airfield","France","","B-24",0,0,0,0,0,0,66,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.7810584,47.9813782,NA,0,0,"Airfield",415.032891442098,0
"2439","Orleans/Bricy ,France","8/1/1944",508,"","","Orleans/Bricy","Airfield","France","Force 3","B-17",416,0,0,0,0,0,112,"","","","",0,3,0,0,2,32,9,27,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.7810584,47.9813782,0.00721153846153846,0,0,"Airfield",415.032891442098,0
"2440","Orleans/Les Aubrais ,France","6/8/1944",400,"","","Orleans/Les Aubrais","Railroad","France","","B-17",0,0,0,0,0,0,60,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.9169628,47.9339567,NA,0,0,"Transportation",423.334440002151,0
"2441","Orleans/Saran ,France","8/11/1944",541,"","","Orleans/Saran","Airfield","France","Force 2","B-24",0,0,0,0,0,0,9,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.880734,47.94791,NA,0,0,"Airfield",420.970398166697,0
"2442","Orleans/Saran ,France","6/15/1944",414,"","","Orleans/Saran","Airfield","France","","B-24",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.880734,47.94791,NA,0,0,"Airfield",420.970398166697,0
"2443","Orly ,France","5/24/1944",367,"","","Orly","Airfield","France","","B-24",0,0,0,0,0,0,151,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.401373,48.745193,NA,0,0,"Airfield",355.804015353022,0
"2444","Orly ,France","5/20/1944",359,"","","Orly","Airfield","France","","B-17",190,0,0,0,0,0,90,"","","","",0,4,0,0,48,20,6,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.401373,48.745193,0.0210526315789474,0,0,"Airfield",355.804015353022,0
"2445","Orly ,France","6/25/1944",442,"","","Orly","Railroad","France","","B-17",0,0,0,0,0,0,3,"","Marshalling yard","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.401373,48.745193,NA,0,0,"Transportation",355.804015353022,0
"2446","Orly ,France","6/25/1944",442,"","","Orly","Airfield","France","","B-17",0,0,0,0,0,0,18,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.401373,48.745193,NA,0,0,"Airfield",355.804015353022,0
"2447","Orsel ,France","7/8/1944",460,"","","Orsel","Airfield","France","Bad weather","B-24",0,0,0,0,0,0,0,"1","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.3435591,48.8837486,NA,1,0,"Airfield",340.318188013857,0
"2448","Oschersleben ,","4/11/1944",298,"","","Oschersleben","Aircraft","","","B-24",0,0,0,0,0,0,9,"","Eislenben","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.2269713,52.0266594,NA,0,0,"Aircraft",783.712202570595,0
"2449","Oschersleben ,","4/11/1944",298,"","","Oschersleben","Aircraft","","","B-24",0,0,0,0,0,0,99,"","Berenburg","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.2269713,52.0266594,NA,0,0,"Aircraft",783.712202570595,0
"2450","Oschersleben ,","4/11/1944",298,"","","Oschersleben","Aircraft","","","B-24",274,0,0,0,0,0,121,"","Oschersleben","","",0,12,0,0,1,63,5,9,122,27,"2",1,0,0,0,"","","","","","","","","","","","","",11.2269713,52.0266594,0.0437956204379562,0,0,"Aircraft",783.712202570595,0
"2451","Oschersleben ,","4/11/1944",298,"","","Oschersleben","Aircraft","","","B-24",0,0,0,0,0,0,9,"","Halberstadt Factory","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.2269713,52.0266594,NA,0,0,"Aircraft",783.712202570595,0
"2452","Oschersleben ,","4/11/1944",298,"","","Oschersleben","Aircraft","","","B-24",0,0,0,0,0,0,0,"5","various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.2269713,52.0266594,NA,0,0,"Aircraft",783.712202570595,0
"2453","Oschersleben ,Germany","7/28/1943",78,"","","Oschersleben","Aircraft Factory","Germany","Air to Air rockets by German fighters hit multiple bombers","B-17",120,0,0,0,0,0,37,"","FW 190 plant","","",0,15,0,0,1,64,0,0,0,56,"19",41,0,0,0,"","","","","","","","","","","","","",11.2269713,52.0266594,0.125,0,0,"Aircraft",783.712202570595,1
"2454","Oschersleben ,Germany","5/30/1944",380,"","","Oschersleben","Aircraft","Germany","","B-17",0,0,0,0,0,0,0,"5","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.2269713,52.0266594,NA,0,0,"Aircraft",783.712202570595,1
"2455","Oschersleben ,Germany","6/29/1944",447,"","","Oschersleben","City","Germany","","B-24",0,0,0,0,0,0,74,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.2269713,52.0266594,NA,0,0,"City",783.712202570595,1
"2456","Oschersleben ,Germany","5/30/1944",380,"","","Oschersleben","Aircraft","Germany","","B-17",0,0,0,0,0,0,51,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.2269713,52.0266594,NA,0,0,"Aircraft",783.712202570595,1
"2457","Oschersleben ,Germany","7/28/1943",78,"","","Oschersleben","Aircraft Factory","Germany","First use of drop tanks","P-47",105,105,0,0,0,0,0,"","","","",0,1,0,0,0,0,0,0,1,9,"",0,0,0,0,"","","","","","","","","","","","","",11.2269713,52.0266594,Inf,0,0,"Aircraft",783.712202570595,1
"2458","Oschersleben ,Germany","1/11/1944",182,"","","Oschersleben","Aircraft","Germany","","B-17",177,0,0,0,0,0,139,"20","Various","","",0,34,0,0,2,83,9,11,349,174,"32",63,0,0,0,"","","","","","","","","","","","","",11.2269713,52.0266594,0.192090395480226,0,0,"Aircraft",783.712202570595,1
